"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2006,2922409,8316,8975,44,52,780976.1,163888.67,818747.7,37463.47,0,0,NA,NA,NA,NA
2005,2925303,84233,111439,2360.5,2105.8,6957160.2,2688356.62,7082674.19,1553571.99,0,32000,NA,NA,NA,NA
2003,2925303,63231,95265,1559.7,2781.8,NA,1679935.84,3225874,NA,2504615,2670763,NA,NA,NA,NA
2004,2930774,15117,19665,0,11,622028.2,90627.9,628028.2,212261.83,0,15195.4,NA,NA,NA,NA
2002,2102804,750,14277,0,NA,489620.24,0,489620.24,86791.06,0,34145.65,NA,NA,NA,NA
1995,2914802,112000,192608,365,NA,5163000,1343000,4441000,1250000,0,NA,NA,NA,NA,NA
1997,2918407,68400,141469,4697.55,NA,3946121.31,776888.37,4080120.71,430194.31,218073.04,NA,NA,NA,NA,NA
2022,2911907,10000,NA,0,NA,5233831.96,0,5679547.86,490555.4,1148721.55,1749352.56,9e+05,9e+05,0,0
2022,2912202,5800,NA,0,NA,1361497.72,0,1153151.37,204849.33,2829.98,71163.04,20000,90000,0,0
2022,2931301,7668,NA,0,0,2059813.88,0,2075663.89,165412.25,6221.82,413632.25,0,1e+05,0,0
2022,2211001,355725,NA,12869.79,5554.82,357711121.83,81338410,353300223.58,39481377.85,25539687.74,107162032.38,0,0,0,0
2018,2900207,6446,10484,194.67,45,2338491.71,707901.15,1967427.44,180400.57,0,0,NA,NA,0,0
2021,2904209,2175,3673,115.17,29.77,2139192.73,606718.98,1957733.38,148014.85,121962.52,270255.06,0,0,0,0
2017,2904902,15450,17980,603.28,1119.27,6120445.1,2139220.19,5794933.53,348434.53,13233.39,188344.01,NA,NA,0,0
2021,2906907,6266,11706,188.86,58.93,4214185.22,924436.64,4212385.25,207290.51,781165.68,909065.11,0,0,0,0
2020,2909208,7086,6486,0,0,1786622.24,0,1896795.94,220369.11,0,113296.13,0,0,0,0
2019,2909901,10865,14799,920.5,31.22,2684821.62,36781.03,3093006.42,301122.77,28428.5,110549,0,0,0,0
2017,2909901,10670,15150,891.22,28.25,2150303.35,29013.01,2544942.38,195297.39,21250,79282.27,0,0,0,0
2019,2913606,98886,136815,4064.51,2026.6,57743231.04,16279373.14,52532757.39,2966333,28331574.78,39820367.16,NA,NA,NA,NA
2017,2916401,73268,75265,490.98,2.56,7231557.67,2117487.37,8216467.9,1304696.64,0,123125.95,0,0,NA,NA
2020,2916500,35883,7424,500,8195,3357165.22,10000,3462122.69,920956.87,0,188887.75,0,0,0,0
2020,2917102,19560,18531,0,0,3255943.77,0,3255943.77,356431,0,127514,0,0,0,0
2021,2917334,4621,5351,160.62,31.88,1686347.2,690010.03,1764668.08,65545.26,5088.2,119403.62,0,0,0,0
2019,2919801,13872,16320,0,1.2,4661347.99,0,5376205.48,1038560.81,0,265808.32,0,0,0,0
2019,2921005,27071,34575,1565.88,1930.74,28725142.43,10750324.9,27492991.55,2167705.28,1704327.49,2550840.4,NA,NA,NA,NA
2019,2926301,610,20018,19.86,0,5942115.04,45005.9,5838200.93,473886.45,0,17644.75,NA,NA,NA,NA
2020,2929503,2334,34901,255.21,5.74,6453041.83,91418.53,6481705.57,1047319.18,0,2458763.32,NA,NA,NA,NA
2019,2931202,7200,9807,0,0,2180678.88,0,2180678.88,213479.17,0,48721,0,0,0,0
2018,2101707,4516,24822,199.08,124.02,3620300.89,866874.15,3298523,471246.91,0,0,0,0,0,0
2017,2105302,84447,241241,4364.55,94.22,56296584.24,15991195.96,39621266.84,6634372.45,0,0,0,0,0,0
2018,2200806,3109,2311,0,10,504461.19,600,553414.29,96559.14,0,417.95,5000,33000,0,0
2020,2203909,3809,51993,153.8,8.98,14233963.56,233555.98,16604434.49,2628056.76,896053,968912.05,0,0,0,0
2016,2902906,469,22171,19.37,1.93,3758222.01,32748.88,3239238.58,478143.58,153247.14,396990.61,NA,NA,0,0
2012,2902906,566,22866,20.91,NA,2198172.85,15722.49,2400923.59,1821189.55,NA,NA,NA,NA,NA,NA
2016,2903409,12687,12517,476.07,159.93,3251822.24,1233401.47,3269170.27,149360.09,5349.79,32216.78,NA,NA,0,0
2012,2907202,20677,38347,905.45,53.09,2453799.97,513437.43,2750147.73,315032,58170,128750,0,0,0,0
2013,2908200,496,14319,17.13,NA,2084200.02,15609.43,2101196.92,207121.12,0,36486.78,NA,NA,NA,NA
2014,2910701,7997,29677,274.03,0,6270467.91,796885.95,6638162.09,1092982.72,18786.06,1299306.98,NA,NA,NA,NA
2013,2910701,6494,29495,199,NA,5639694.55,557974.06,5758915.03,1021249.94,0,2610230.57,NA,NA,NA,NA
2016,2910800,360037,571177,15433.36,5264.45,131898012.29,42895176.56,127191686.77,10224569.53,14581081.06,36399460.29,NA,NA,789445.76,789445.76
2015,2911303,2411,5753,94.11,1.04,664971.26,231814.56,633240.1,39154.48,235490.05,268199.49,NA,NA,0,0
2014,2911303,2315,5732,89.39,6.16,588551.52,202252.04,592978.99,31189.37,21172.7,51029.65,NA,NA,NA,NA
2013,2915809,664,20239,6.4,NA,2497592.1,11543.51,2410214.63,87602.28,0,52272.75,NA,NA,NA,NA
2013,2919306,5047,8759,212.73,13.3,1845077.48,641584.21,1814917.28,62456.89,0,28483.31,NA,NA,NA,NA
2016,2925303,101622,120900,4012.2,3111.69,32848784.43,14316265.4,31685152.01,2206585.49,1181793.13,1979941.11,NA,NA,0,0
2016,2927408,2313807,2937287,144408.03,33296.56,1064040199.4,444097730.66,911729723.87,58851100.07,23756487.65,72950456.87,NA,NA,0,51310.57
2014,2928604,24493,47677,858.21,691.24,7633499.86,1460489.84,7842078.15,112362.06,132654.34,372150.33,NA,NA,NA,NA
2014,2930774,15366,21376,0,9.76,1714413.05,310550.86,1857017.27,294201.01,0,32237.64,0,0,0,0
2013,2930774,14914,21307,0,6.81,1485529.95,266739.29,1596787.89,287359.99,0,6495.36,0,0,0,0
2015,2931301,7000,13467,0,0,1184085.12,0,1204340.81,85714.02,180.37,432.45,0,0,0,0
2015,2932101,5359,9283,189.93,53.19,1467572.35,424185.98,1560257.11,108930.05,2783.85,6674.44,NA,NA,0,0
2013,2933208,4809,38956,308.59,154.51,9692821.48,770227.32,10130360.6,1056457.54,12120335.74,12674164.42,NA,NA,NA,NA
2016,2101707,1670,24739,115.95,65.67,3087075.05,559682.61,2671762.51,0,0,0,0,0,0,0
2016,2107506,34775,89902,1140.39,63.9,18149781.08,4529921.47,9296122.5,3548328.62,931544.3,8981726.82,0,0,0,0
2013,2208700,300,5434,0,0,312975.62,10000,419152.79,54605.8,0,0,0,0,0,0
2009,2900702,7910,120270,359,1,13358291,197532,13013788,1721618,1735567,2082507,0,0,0,0
2010,2904852,220,4644,1.58,NA,386330,3358,465222,107787,NA,NA,NA,NA,NA,NA
2010,2904902,9068,16387,331.82,176.43,2572151,335647,2495354,196665,NA,NA,NA,NA,NA,NA
2009,2906873,2564,20888,71.85,NA,1947784.52,56155.3,1905953.42,170851.91,NA,NA,0,0,0,0
2010,2910701,72,27416,0.24,NA,3288900,394,3528047,638560,525000,NA,NA,NA,NA,NA
2010,2910727,2719,93413,105.02,NA,8102689,90013,8758510,994866,NA,NA,NA,NA,NA,NA
2010,2915502,21081,16839,0,549.64,1185864.33,0,1185864.31,143541.5,0,64456.91,NA,NA,0,0
2009,2918209,3141,5354,99.63,72.06,539593.48,152250.68,664395.53,206168.94,NA,NA,0,0,0,0
2009,2924009,4105,91484,277.13,22.06,11413979.7,493866.65,11697392.98,531783.27,4252000,NA,0,0,0,0
2004,2933208,1208,31531,192.02,150.1,2932304.23,18333.96,2947199.96,NA,0,0,NA,NA,NA,NA
2006,2202901,1309,13444,91,27,1030123.41,69087.76,948924.38,211558.14,0,2881,NA,NA,NA,NA
2006,2208007,10933,54719,225,117,5228638.69,414562.65,5009126.79,1873832.96,0,209900.67,NA,NA,NA,NA
2022,2900702,58737,NA,1550,160,41382581.5,3284836.86,44442695.43,3091858.45,1326734.36,1326734.36,0,0,0,0
2022,2904605,4561,NA,165.68,0,19491773.05,442182.87,19374774.63,2356560.57,62033.09,2399275.82,0,0,0,0
2022,2906873,1334,NA,48.22,0,8283216.31,133413.6,8055666.24,663927.19,10017068.01,12781453.53,0,0,0,0
2022,2913606,103761,NA,4904.99,2256.25,73143265.75,23916487.11,66993468.02,5256089.94,8366023.87,16554100.5,0,0,0,0
2022,2924678,4000,NA,0,0,895401.53,0,890173.74,79808.76,1393.06,49047.44,0,0,0,0
2022,2933604,3500,NA,0,150,4801620.1,0,5222685.43,450000,0,372486.24,0,0,0,0
2022,2111300,563330,NA,8984.21,3259.48,336712977.29,144669528.5,185688364.16,44588711.4,11819400.69,16779877.04,0,0,0,0
2022,2201804,488,NA,18.74,2.75,648355.19,74947.72,653089.81,121590.66,0,10048.72,0,0,0,0
2022,2204659,6152,NA,0,0,1571386.8,767.27,1590206.41,497991.11,0,24467.58,0,0,0,0
2022,2208502,5113,NA,173.9,159.1,2565855.61,846522.33,1867898.41,551055.94,0,28740.27,0,0,0,0
2017,2900702,46753,136302,1320,3.5,24613826,1451075,27772059,2663196,1693265,2834082,0,0,0,0
2019,2903904,22083,46947,1493.24,625,10853104,1852783,11774095,1417883,0,279194,0,0,0,0
2020,2904308,14222,4916,0,NA,2106240.08,0,1713523.12,264597.53,0,95034.42,0,0,0,0
2019,2904308,14295,4941,0,0,2034082.6,0,1826887.03,367473.01,0,956,0,0,0,0
2019,2905008,5300,13868,30,5.5,4064495.97,0,3893311.45,326539.69,0,0,22000,378000,0,6e+05
2018,2907301,686,16181,19.02,0,3894469.85,32281.02,3972926.55,467297.14,0,0,NA,NA,0,0
2019,2907905,4068,12394,0,1,2791127.95,4002,2949856.48,102317.94,0,0,15000,170000,0,0
2018,2911253,4487,2497,0,8,685629.41,31000,700172.02,1293,0,0,0,0,0,0
2021,2911402,1572,2859,76.95,40.33,2574872.68,383094.52,2621555.05,250576.4,43817.72,138337.23,0,0,0,0
2017,2914000,3213,30616,100.01,26.91,8068921.2,168245.26,7964780.88,1115027.06,0,248620.8,NA,NA,0,0
2019,2917300,1309,20708,45.74,4.35,3334038.25,49401.61,3354878.22,118497.38,0,0,NA,NA,NA,NA
2020,2917334,4600,5340,154.63,42.23,1691695.06,695571.59,1689146.01,52815.55,0,73661.43,NA,NA,NA,NA
2019,2917334,5311,5330,153.38,28.32,1575392.63,653412.31,1610817.9,47988.46,4987,4987,NA,NA,NA,NA
2019,2919207,95036,198440,3974.46,737.73,72818903.12,10170623,67633903,5098202.49,17126642.87,21771796.47,NA,NA,NA,NA
2018,2919207,91150,195095,4747.72,905,67601712.59,8651633.93,62758351.62,4520445.57,33307510.62,40270275.86,NA,NA,871364.92,871364.92
2018,2919306,4910,8771,214.83,0,3222665.59,1096680.09,3038281.82,72747.73,0,99931.04,NA,NA,0,0
2020,2920106,800,10699,0,0,1809113.92,0,1919573.22,212059.86,0,649049.32,0,0,0,0
2019,2922300,11752,18352,372.45,100.84,6431705.42,1657602.76,6269528.19,596080.69,36132.74,87622.74,NA,NA,NA,NA
2020,2923001,2021,38071,60.19,10.15,5516554.54,91431.59,5045281.84,449183.66,32591.64,777777.84,NA,NA,NA,NA
2017,2925303,103159,122441,3075.75,3523.47,36959611.9,16583834.06,35227862.9,2533224.71,3451188.52,4641478.76,NA,NA,0,0
2021,2928505,4352,2545,0,0,2204254.49,0,2292196.61,346039.81,12750.37,342128.72,0,0,0,0
2021,2928703,21995,89949,888.07,376.36,29436826.5,3011042.86,30714630.84,2412313.24,593307.86,2375651.2,0,0,0,0
2017,2932903,72086,71682,0,48.12,16474252.86,0,16474252.86,1142690.58,0,208185.71,0,0,0,0
2017,2933158,8926,8802,297.57,12.25,2472291.45,910068.32,2259943.3,408211.09,0,0,NA,NA,0,0
2019,2103000,9100,125985,433,126.7,22433571.98,128798.85,22433571.98,5914174.34,0,130256.97,0,0,0,0
2018,2103604,3778,45372,127.4,0,7399131.09,20881.68,5538427.59,1911770.16,0,0,0,0,0,0
2020,2111201,70072,41406,4916.94,745.11,47545584.69,10085576.85,39056526.31,6990877.95,200449.62,11247108.61,0,0,0,0
2021,2112209,5446,148917,229.07,32.38,34489698.88,469085.37,33169388.73,7052632.46,24195762.08,32372357.15,0,0,0,0
2016,2906105,3518,3477,110.51,22.2,1106059.86,340072.23,1091139.98,95747.35,172139.56,827173.77,NA,NA,0,388850.22
2013,2911402,2320,3001,0.73,NA,893758.22,3668.06,956554.05,171436.15,0,7548.21,0,0,NA,NA
2014,2914901,6819,15258,266.37,452.53,3446412.52,842573.16,3256631.79,223172.48,529577.75,657765.69,0,18000,0,0
2015,2917201,3500,7032,0,0.25,1109864.1,0,1116584.05,7545.75,18537.69,44445.17,0,0,0,0
2014,2918001,142037,147921,5461.66,1838.12,40925865.66,16109999.96,41949107.38,872571.02,2288396.36,3770946.46,NA,NA,NA,NA
2016,2922300,9723,19092,305.43,78.84,4513614.84,931538.15,4332749.6,443091.96,877485.89,1737889.57,NA,NA,0,22659.25
2015,2925303,94881,119249,2862.84,3606.84,29071684.33,12697606.01,27939043.19,2400079.91,213587.27,456434.58,NA,NA,0,0
2013,2925303,85015,115621,3449.06,3609.51,22910489.66,9716957.98,23315320.36,1755714.89,364243.83,1051693.89,NA,NA,NA,NA
2014,2927200,1721,23492,72.77,0,3110783.56,251905.12,3190630.96,648940.43,5028.59,105801.01,NA,NA,NA,NA
2016,2928802,1517,30925,22.85,0.09,5712601.93,26031.18,5617146.63,670502.36,1611473.59,7601333.13,NA,NA,0,0
2015,2103109,2434,2434,0,25,220000,40000,230000,41587.5,NA,NA,0,0,NA,NA
2016,2103307,10640,82768,0,240,8794378.92,557840.79,9291503.49,1478660.03,0,218117.33,0,0,0,0
2014,2109239,100,4137,0,1,490,50,400,25000,NA,NA,0,0,0,0
2014,2202901,3828,16066,160.46,13.12,2991806.24,426087.86,2897927.36,316832.83,0,0,NA,NA,0,0
2007,2900702,5804,115832,282.13,0,10696441.26,79479.85,13721332.54,1324599.03,NA,NA,NA,NA,NA,NA
2009,2906303,15893,29294,563.27,141.89,2496215,622199.84,2545737.07,140464.78,NA,NA,0,0,0,0
2008,2913606,77208,160361,3531.94,2057.98,18524134.42,5195536.03,18777322.62,1672881.93,0,0,NA,NA,NA,NA
2010,2916104,8395,20725,363.59,265.06,2462306,550258,2581561,462495,NA,NA,NA,NA,NA,NA
2010,2927200,1548,22093,71.3,NA,1898220,142407,2105349,646495,NA,NA,NA,NA,NA,NA
2011,2928406,3290,15006,107.23,21,877287.23,88368.12,1036782.05,146477.73,6086,41360.5,0,2007406.96,NA,NA
2007,2930709,22142,97624,1077.07,147,13457889.92,1302639.68,12576450.95,461498.81,0,0,NA,NA,NA,NA
2008,2933208,6902,34714,328.52,127.44,5186263.1,416237.42,5864371.06,1131174.69,0,0,NA,NA,NA,NA
2011,2105450,4230,3857,142,20,147740.59,12000,145031.58,81997.53,0,0,12000,76000,0,0
2005,2930709,49931,87938,1161.7,316,8855688.71,725632.37,7399872.83,122496.44,132000,132000,NA,NA,NA,NA
2002,2931350,5203,102903,185.9,NA,2934051.91,52549.57,3181139.42,NA,NA,NA,NA,NA,NA,NA
2002,2105302,66001,219212,4410.2,NA,11559922,2771872,10881925,1998410,0,185000,NA,NA,NA,NA
1999,2102804,750,13737,NA,NA,392182.6,0,427242.04,49456.86,0,6652.14,NA,NA,NA,NA
2022,2903409,11597,NA,492.87,161.97,4149732.44,1647895.57,5064239.31,272283.72,28389.09,170134.3,0,0,0,0
2022,2905008,5300,NA,30,10.58,5070616.48,2000,5084816.88,569231.83,269850.38,1224107.41,0,0,0,0
2022,2905701,136106,NA,4053.16,2484.79,144913954.8,25625522.82,143992199.12,16662401.59,30751898.15,63206943.97,0,0,0,0
2022,2923902,3959,NA,0,0,1684703.91,0,1654093.1,18849.39,2801.29,67117.56,0,0,0,0
2022,2930501,6700,NA,262.23,77.81,18670984.61,547311.84,19106106.81,4237944.28,171703.47,6334079.27,0,0,0,0
2022,2931509,4465,NA,0,NA,3334396.37,0,3344508.3,1145024.99,9999.51,522167.33,0,0,0,0
2022,2109007,1548,NA,24.8,87.94,3542029.41,32265,3718494.09,992362.25,0,0,0,0,0,0
2022,2205508,1731,NA,42.74,26.82,5134638.88,148836.23,5275099.26,1242574.75,73663.72,154828.6,0,0,0,0
2019,2903409,12466,12222,515.76,135.88,3742291.6,1479033.26,3283868.23,181929.51,352645.4,352645.4,NA,NA,NA,NA
2018,2903607,3600,3787,0,0,1240408.56,0,1233924.66,679351.03,0,0,0,0,0,0
2020,2905800,2257,15708,67.1,13.58,3975911.59,191998.31,4105742.31,207279.29,97760.4,539424.08,NA,NA,NA,NA
2020,2906303,16203,24757,582.43,143.95,7598508.5,2637865.34,7439908.95,215033.24,112242.37,586672.96,NA,NA,NA,NA
2017,2906501,34887,81979,1203.75,955.32,85034504,3406307.8,83443608.71,1673534.48,1032166.36,3158492.91,NA,NA,0,0
2020,2907103,10310,12891,771.6,18.2,3801805.13,687244.44,3938671.27,521921.69,31962.39,144122.39,0,0,0,0
2019,2907707,2701,2740,83.88,31.65,1429993.94,175232.98,1409786.02,113190.09,8491236.55,10806123.55,NA,NA,NA,NA
2017,2909802,20258,55270,619.5,369.43,11255565,1963217.31,10803055.78,712776.92,1035568.41,1361135.66,NA,NA,0,0
2020,2913903,13295,41778,638.86,167.23,11944490.19,2078547.43,11636082.36,450078.67,1110444.63,1554031.95,NA,NA,NA,NA
2019,2914000,3129,29132,83.88,52.68,9105622.96,185565.13,8944869.92,1367554.24,4611532.11,6774047.49,NA,NA,NA,NA
2018,2915809,937,19927,27.39,11,3438425.03,72298.52,3214293.95,127840.42,0,148889.8,NA,NA,0,0
2017,2920601,14733,27112,485.17,437.67,5651126.19,1554678.38,5384788.22,374702.93,0,0,NA,NA,0,0
2020,2922706,8654,6753,57,456,2652839.77,122560,2552033.18,77100.68,0,39132.08,0,0,0,0
2020,2924603,3120,11224,0,0,328001,1,333000,33000,0,21000,0,2150000,0,0
2017,2927408,2330110,2953177,146711.4,36202.52,1132283087.47,479711648.4,952467415.25,54126747.96,32326603.87,128937090.37,NA,NA,0,5223551.29
2021,2929206,15816,33566,583.44,485.91,10901309.18,2305389.41,10394546.24,1238049.34,324261.89,3253963.46,0,0,0,0
2018,2930501,10912,49431,316.7,76,13665393.61,439308.14,13652564.52,3586428.73,327,2731892.34,NA,NA,0,0
2021,2932903,71447,71046,0,50.02,22241858.65,0,22327103.61,1841089.12,0,172309.41,0,0,0,0
2017,2102358,4500,4257,80,50,80000,5000,80000,7800,NA,NA,5e+05,1247000,NA,NA
2018,2111201,98195,40779,5309,657,32652574,7054416,28468521,7617454,216867,29281154,0,0,0,0
2021,2210383,1581,1581,0,0,54000,0,54000,215000,NA,NA,0,0,0,0
2012,2903201,13320,127031,498.08,69.82,24946282.42,1043466.08,23576276.19,1026636.61,18443000,NA,NA,NA,NA,NA
2013,2904902,11494,17522,442.63,1.61,3700759.99,810789.06,3727277.15,211030.99,5326654.26,5559573.99,NA,NA,NA,NA
2015,2905602,8938,26038,296.79,53.12,3952901.86,795445.04,3806827.26,107786.1,45167.92,108292.7,NA,NA,0,0
2013,2907202,21157,40928,910,75.85,3109970.9,681217.75,3422121.03,237537.65,0,78340,0,0,0,0
2012,2907301,706,15777,17.67,NA,2511750.42,23523.55,2222160.83,34916.08,NA,NA,NA,NA,NA,NA
2014,2910057,29422,72049,1369.05,227.77,9913204.38,2865187.36,9465550.75,998344.2,66685.4,1786488.54,NA,NA,NA,NA
2015,2913507,1889,15761,55.82,2.66,2067842.85,78590.1,2150264.19,144884.38,4695.61,11258,NA,NA,0,0
2013,2914109,3961,6434,37.68,12.59,720402.86,48400.71,693683.67,54920.18,0,23815.42,NA,NA,NA,NA
2013,2914703,4917,51769,170.56,22.63,8995643.99,194584.54,9245988.43,706430.68,3848122.24,4475926.35,NA,NA,NA,NA
2013,2915601,30869,52989,1508.37,297.96,9331118.36,1478346.57,8356908.45,474689.08,268949.17,714391.25,NA,NA,NA,NA
2013,2917508,2287,59450,40.07,35.55,8929352.73,152404.3,8853659.22,667229.11,997623.8,3396683.3,NA,NA,NA,NA
2012,2919207,71646,171042,4166.24,2.9,38809804.32,3719669.88,37139200.67,1271237.75,3603000,NA,NA,NA,NA,NA
2013,2927705,11014,20152,272.01,472.32,4128273.02,1222233.33,4265383.86,231069.65,73531.33,114475.25,NA,NA,NA,NA
2016,2929008,8635,10037,281.37,12.73,1781233.79,774639,1566322.88,164184.7,7020.78,25713.46,NA,NA,0,0
2015,2101202,7641,79917,345,26,6438393.03,163631.06,7611225.86,1565482.44,0,232098.46,0,0,0,0
2013,2105302,63015,238303,8932.21,65.42,36301596.27,10709584.11,29454435.77,3739308.57,0,533441.49,0,0,0,0
2010,2900355,5572,5572,0,NA,477105,0,531118,190696,0,0,NA,NA,NA,NA
2010,2904209,3924,4076,0,NA,464223,0,516852,5665,0,0,NA,NA,NA,NA
2008,2905602,3177,24480,17.93,36.79,1870646.97,21686.36,2269697.13,101560.01,0,0,NA,NA,NA,NA
2009,2907558,1731,1731,NA,NA,254414.42,NA,266903.5,13624.98,0,0,0,0,0,0
2010,2915601,23330,49785,NA,92.35,NA,NA,5764555,434719,12931000,12931000,NA,NA,NA,NA
2011,2918407,115335,162234,2862,532,17004791.54,3886647.29,18078270.06,2393260.64,174991.36,1695898.66,0,0,0,0
2010,2918704,1200,2104,0,0,186301,0,219867,129720,14880,14880,NA,NA,NA,NA
2005,2910727,4836,87165,122.2,0.7,4909334.68,57397.43,4302920.8,877830.47,0,0,NA,NA,NA,NA
2006,2929206,7058,25574,229,87,2180722.36,295566.14,2246125.18,246544.7,0,0,NA,NA,NA,NA
2004,2103307,11300,76946,NA,2887,2230594.9,183867.46,2230594.9,658733.71,0,111161.94,NA,NA,NA,NA
2022,2902906,402,NA,12.79,2.02,6431829.68,38893.08,5737133.11,786675.46,9765738.82,11160470.44,0,0,0,0
2022,2921005,19049,NA,1618.74,2156.32,32836230.89,12553163.2,31530171.56,3498188.65,483737.96,3856915.7,0,0,0,0
2022,2932507,1770,NA,75.4,20.26,3296470.18,236133.37,3353197.22,205816.77,64467.3,208398.67,0,0,0,0
2021,2902906,339,19858,12.44,1.65,5585398.58,32202.33,5345149.63,581175.06,649659.76,1145075.38,0,0,0,0
2019,2906006,2718,26576,56.48,22.27,5350754.79,104882.54,5219730.41,693837.31,0,3631373.29,NA,NA,NA,NA
2018,2906105,3440,3331,102.74,24,1271307.11,388063.64,1217392.02,241032.18,0,0,NA,NA,0,0
2019,2907202,30000,41607,0,95,3437920.02,690393.03,4268978.85,103000,0,0,0,0,NA,NA
2018,2910750,8000,6896,0,0,2610504.49,0,2579819.18,600425.76,0,0,0,0,0,0
2020,2913002,1217,3635,37.61,5.56,750619.63,125039.5,774698.24,174719.18,66825.19,117677.02,NA,NA,NA,NA
2021,2918100,25735,18896,0,0,4826752.09,0,4663252.63,333168.16,900987.64,1821168.74,30000,70000,0,0
2019,2918704,2026,2009,0,0,489723.7,0,488044.37,309681.29,0,93544.88,0,0,0,0
2021,2922003,14687,32607,590.29,86.6,4971041.68,1298389.11,5141079.97,373514.27,2023386.78,2469257.26,0,0,0,0
2017,2922003,11176,32106,616.98,58.04,4063570.12,995278.07,4215163.56,155195.69,268891.68,308764.06,NA,NA,0,0
2018,2922607,6495,3448,0,0,730671.57,0,877506.41,7142.86,0,0,4570,14470,0,0
2018,2925956,3386,6771,0,0,2198765.82,0,2211083.52,225881.62,0,0,36575,36575,0,0
2018,2926301,618,19998,20.62,0,5465459.42,43330.72,5456103.39,329349.2,0,2796903.23,NA,NA,0,0
2021,2927200,1591,22842,70.77,0,5303697.84,405295.78,5659005.73,740084,12235.5,315217.89,0,0,0,0
2020,2927705,12471,20202,548.69,246.78,8481325.46,2657024.2,8220914.06,632426.94,123671.1,655207.81,NA,NA,NA,NA
2017,2928604,24178,47989,807.96,466.1,10944514.77,2823378.47,10219873.57,789257.37,0,0,NA,NA,0,0
2017,2931301,7150,13813,0,0,1446713.51,0,1408655.79,86829.24,0,1581960.34,0,0,0,0
2021,2933604,6600,33274,0,65,3373865.55,150552.22,3620000,756000,0,0,0,0,0,0
2017,2110039,13871,13871,0,NA,1398130.42,1397276.37,964972.38,111475.13,0,0,0,0,0,0
2017,2207009,9257,22486,322,315.78,4952070.61,1033283.85,5118057.03,725611.89,0,17303.36,0,0,0,0
2019,2208908,3701,4771,100.37,16.21,1223926.99,366768.86,1208907.8,255114.84,0,126.05,0,0,0,0
2021,2210805,550,7579,31,0.01,1838038.98,0,1884634.25,436892.79,0,308997.77,0,0,0,0
2015,2902906,481,22449,19.63,1.58,3344896.29,29206.07,2963245.88,463153.27,150823.87,361608.95,NA,NA,0,0
2013,2906873,2214,23626,44.79,NA,3668919.49,93275.76,3776533.3,886577.88,0,69320.43,NA,NA,NA,NA
2012,2909505,2850,3184,81.27,NA,451741.68,159420.76,485909.29,184302.37,NA,NA,NA,NA,NA,NA
2015,2910800,340893,566489,14518.52,5595.23,113772993.13,35720721.17,116042838,10706132.11,13697228.61,41850704.01,NA,NA,13678438.18,25527563.27
2012,2913606,85739,157876,3774.31,2064.55,32583111.08,8621050.99,30070883.21,1766184.63,NA,NA,NA,NA,NA,NA
2012,2914802,146674,200831,1932,198,33987652.4,9723708.36,29104839.61,5226325.03,480273.58,865668.46,0,0,0,0
2012,2917508,1313,56103,NA,8.94,8504518.02,50838.73,8646412.12,874906.08,NA,NA,NA,NA,NA,NA
2013,2919926,15949,19011,586.21,578.31,5288527.03,1058265.41,5298681.84,408974.68,401446.39,1560109.5,NA,NA,NA,NA
2012,2931905,10667,22090,350.77,80.14,3422667.14,778570.67,3276175.09,213656.36,416000,NA,NA,NA,NA,NA
2015,2103752,500,10549,0,27,972860.28,10000,776376.72,251600.08,0,219594.8,12000,474000,0,0
2016,2203701,1000,23904,0,13,3743876.51,0,4104321.95,327232.44,0,0,0,278380.76,0,0
2011,2904902,10248,16450,367.69,260.65,3190035,478273,2864976,238919,NA,NA,NA,NA,NA,NA
2010,2905602,7273,24685,236.03,45.33,2545690,384866,2798190,91104,NA,NA,NA,NA,NA,NA
2009,2907202,26405,34754,695,897,2050517,442465,2110482,394304,0,26320,NA,NA,NA,NA
2010,2911006,6921,7343,NA,NA,612119,0,637152,60129,0,0,NA,NA,NA,NA
2009,2922003,8097,25982,383.94,NA,1298418.92,194994.29,1830940.89,91959.16,NA,NA,0,0,0,0
2007,2926004,38374,21535,1486.66,68,1895461.11,459874.53,1895461.11,247002.35,5000,43839.97,NA,NA,NA,NA
2011,2200400,1910,27535,35.5,7.33,1642628.13,46339.96,1781461.18,327142.64,0,56454.04,NA,NA,NA,NA
2002,2903201,10812,105661,348,NA,5759180.89,261171.29,5545980.83,NA,NA,NA,NA,NA,NA,NA
2005,2926004,21760,21696,NA,64,1874334.14,447174.96,1874334.14,294299.28,6070,52251.86,NA,NA,NA,NA
2003,2933208,2684,30070,0,0,2494653.85,0,2859777,NA,181914,181914,NA,NA,NA,NA
2003,2208007,2569,54284,59,0,3179443,33934,3346950,771299,0,0,NA,NA,NA,NA
2022,2902302,7673,NA,0,NA,1161700.99,0,1173517.73,52658.15,24405.02,171923.44,0,0,0,0
2022,2907806,26820,NA,0,NA,5658095.12,0,5280296.22,1388481.51,946765.55,1672583.92,0,0,0,0
2022,2909802,30632,NA,1234.52,547.94,18308032.08,5738281.66,17691297.57,2290036.23,2732505.6,4711084.19,0,0,0,0
2022,2913903,12247,NA,675.3,175.68,13593457.26,2433114.03,13737426.61,745378.53,3476271.61,4430616.21,0,0,0,0
