"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2018,2917706,9496,18277,324.62,361,4781747.24,822812.07,4754791.77,596352.46,0,0,NA,NA,0,0
2017,2918407,173132,180110,5381,53.4,33384100.97,10210891.09,37816818.72,3795969.72,0,532857.41,0,0,0,0
2021,2918803,3317,6631,112.8,31.41,1846803.15,538987.81,1854534.09,122914.35,19315.55,126091.9,0,0,0,0
2018,2921401,2804,8806,88.74,12,994309.21,262421.33,892208.88,151308.6,0,0,NA,NA,0,0
2017,2923001,1794,38305,52.73,0,3234873.83,54968.68,2791250.45,327551.3,0,58241.73,NA,NA,0,0
2018,2923506,3630,5582,116.86,8,1306329.88,466689.89,1268080.18,100436.33,0,0,NA,NA,0,0
2020,2928802,4467,30807,191.36,58.19,10028208.62,781871.12,9587312.74,721183.27,1618788.53,2819105.36,NA,NA,NA,NA
2020,2101707,4554,25380,207.79,278.92,4415981.5,1117017.31,3932815.94,541305.22,0,30274.41,0,0,0,0
2019,2112209,3317,146996,210,22,29760364.92,228898.42,30752070.91,6063334.42,451843.04,7432824.84,0,0,0,0
2018,2203909,2268,51832,57.92,16.29,12134126.92,131849.31,14500731.32,2556481.9,98189.19,107154.8,0,0,0,0
2013,2909505,2725,3369,81.5,10.32,481846.03,175603.26,441890.25,149768.69,296.66,11694.78,NA,NA,NA,NA
2015,2921708,14088,21162,447.9,5.44,3891072.68,1255562.77,3858829.32,213067.17,1762290.97,2651291.81,NA,NA,0,0
2015,2928406,3360,16368,86.45,38.78,1501892.43,124934.88,1783620.01,241635.15,0,113663.16,0,4226183.2,NA,NA
2012,2930501,6832,47464,223.67,37.32,7893597.03,222883.37,6804650.13,2920954.17,NA,NA,NA,NA,NA,NA
2016,2931301,7120,13820,0,0,1278973.59,0,1255487.06,88584.39,154.67,13871.69,0,0,0,0
2014,2933158,7854,8848,219.1,10.16,1589649.75,575979.66,1620183.55,120374.84,637102.01,765535.2,NA,NA,NA,NA
2012,2103000,1289,120773,42.26,20,10030489.33,0,10030489.33,2372756.7,0,788975.97,0,0,0,0
2016,2108108,11125,11125,2000,0,426364.99,0,282832.75,259871.29,0,0,0,0,0,0
2007,2904605,1623,43259,55.59,NA,3982113.4,42951.54,4264372.29,544172.22,0,922000,NA,NA,NA,NA
2009,2906857,2052,6147,0,0,663838.52,0,755469.04,71134.12,0,0,0,0,0,0
2008,2916104,8485,20641,385.97,334.39,2047025.9,454066.88,2232430.45,429770.86,0,0,NA,NA,NA,NA
2011,2919926,14958,17252,512.6,204.9,4373689,721717,4612615,248861,NA,NA,NA,NA,NA,NA
2010,2921450,1679,1809,102,52,160988,0,174879,42606.45,0,0,NA,NA,NA,NA
2008,2926004,37201,22335,1755.87,10,1694721.63,539344.82,1896141.41,151596.51,0,45458.8,NA,NA,NA,NA
2008,2927408,1954691,2947520,137242.24,41522.11,464961064.68,160228088.36,444597173.92,46315430.98,15918000,22485000,NA,NA,NA,NA
2010,2928604,22778,44766,869.94,766.21,4925217,890403,5334958,549264,NA,NA,NA,NA,NA,NA
2011,2928802,461,27989,15.83,0,3204447,8252,3291683,559231,NA,NA,NA,NA,NA,NA
2011,2929206,9786,27828,399.63,95.69,5594112,562094,5672523,324661,0,1778000,NA,NA,NA,NA
2008,2929206,7358,25045,309.71,112.39,3145455.15,462939.39,3236949.82,295598.12,3956000,3956000,NA,NA,NA,NA
2008,2933307,149067,269714,6428.53,1421.99,31885031.97,11412593.24,33675198.84,3585022.34,0,0,NA,NA,NA,NA
2007,2933604,6740,31853,0,746.75,1288090.92,39463.81,504409.97,217346.63,70388.97,191944.8,NA,NA,NA,NA
2003,2910800,157685,452332,6877.3,2383.9,22179618.74,5277763.74,22299488,NA,0,3346010,NA,NA,NA,NA
2003,2915601,4223,47999,131.2,0,2310094.4,45518.48,2479183,NA,322143,563905,NA,NA,NA,NA
2005,2919926,6777,13321,189.1,136,1926242.91,0,2151324.96,25132.76,0,0,NA,NA,NA,NA
2005,2928703,5451,73239,175.3,0,4233589.92,91256.63,4527447.48,490237.38,0,0,NA,NA,NA,NA
2002,2101202,3929,72528,0,NA,NA,81909.54,2621620.96,385667.18,0,379157.45,NA,NA,NA,NA
2001,2904605,1649,41047,97.69,NA,1798572,10708,1823704.69,NA,NA,NA,NA,NA,NA,NA
2001,2101202,3588,71987,NA,NA,1848696,35917,2453796,264001,0,283560,NA,NA,NA,NA
2022,2918407,200829,NA,6375,1022.88,41123261.21,14256417.37,62832219,674627.75,1734910.81,2139436.34,0,0,0,0
2022,2210706,5755,NA,0,NA,1599805.09,0,1673022.62,79845.48,0,25741.83,0,769746,0,0
2021,2905701,140613,295213,3836.95,2495.65,139224535.9,21840595.06,135033941.71,14807296.84,58933936.19,94520883.61,0,0,0,0
2021,2906303,16580,24610,563.81,104.6,7510225.14,2633398.01,7542298.31,231614.28,204555.89,553656.12,0,0,0,0
2018,2906907,5193,11585,175.24,39,3771922.03,713048.72,3574640.14,139326.33,0,106148.34,NA,NA,0,0
2021,2907103,12912,12912,772.1,NA,4157986.72,740706.04,4507082.53,762178.83,40298.28,209082.28,0,0,0,0
2018,2910404,3909,3798,136.72,90,1165849.84,391433.76,1049581.29,89625.9,0,0,NA,NA,0,0
2019,2910727,12752,105704,376.65,208.96,23648803.13,791083.32,24034261.69,2181694.61,47330.83,813551.24,NA,NA,NA,NA
2019,2911303,2268,5658,83.63,19.92,935266.32,329925.77,947425.12,70327.26,0,0,NA,NA,NA,NA
2020,2913200,18034,20712,590.74,125.37,7875414.2,2947832.38,7933907.64,209105.94,532635.28,838970.5,NA,NA,NA,NA
2018,2914653,980,22908,30.32,29,4181452.86,48526.09,3770792.97,424967.81,0,15858.28,NA,NA,0,0
2020,2914703,17229,50857,616.34,226.34,16635229.58,1807815.26,16420001.84,1320242.89,8329453.38,12776101.54,NA,NA,NA,NA
2021,2916609,7670,7648,0,NA,1507577.3,0,1484521.92,108161.52,375.25,150495.43,0,0,0,0
2017,2918001,137101,148893,3705.93,1545.47,51955677.43,21705069.38,50103976.17,1232559.65,1726958.48,2624272.5,NA,NA,0,0
2017,2918902,660,2262,0,0,687406.3,0,657801.58,56276.83,0,29664.14,0,0,0,0
2021,2922409,7862,10060,389.69,128.75,3813023.24,1447919.46,3869022.54,285973.42,2852.23,151868.59,0,0,0,0
2020,2924652,5255,5869,86,160,1258577.96,0,1234488.25,394526.02,0,25916.03,0,147940.2,0,0
2020,2927606,3793,5240,152.94,12.64,2223747.71,665172.77,2228557.35,730953.04,22259.41,184338.61,NA,NA,NA,NA
2018,2929206,14268,32472,603.99,566,10442460.4,2089739.76,10064964.61,448872.57,0,504714.78,NA,NA,0,0
2017,2929206,14027,33200,585.1,545.19,9723355.88,1874435.88,8575863.24,645257.39,0,59567.22,NA,NA,0,0
2018,2929305,2742,18417,74.73,0,5205913.89,144777.91,5150523.95,396295,0,0,NA,NA,0,0
2019,2929503,2406,34799,54.56,10.66,5853087.76,84897.16,6066453.25,882839.06,0,0,NA,NA,NA,NA
2019,2105302,75633,245139,4566.37,123.45,69269326.5,21267954.04,49084272.01,6145485.98,0,2517124.7,0,0,0,0
2018,2208908,3701,4748,109.92,14.25,1100275.89,319556.34,1080384.78,226742.34,139271.09,139835.87,0,0,0,0
2020,2210706,6300,5877,0,0,1282242.91,0,1352329.96,19390.69,0,8383.93,59000,59000,0,0
2012,2901007,353,25249,8.14,NA,3690707.46,22289.46,3717960.79,229533.13,NA,NA,NA,NA,NA,NA
2016,2914000,3320,30649,99.45,21.74,7148581.66,146726.45,7196449.15,1007691.33,1415462.46,3188894.12,NA,NA,0,0
2016,2917201,3500,7064,0,0.25,1250916.64,0,1249445.15,8629.02,39807.2,89718.9,0,0,0,0
2014,2918407,131492,175899,3439,8710,24763886.19,5897387.72,27672082.59,2643994.39,0,2596230.52,0,0,0,0
2012,2921104,4480,17129,0,NA,2342796.87,0,2495948.41,137882.29,NA,NA,0,5000,0,0
2012,2922409,9359,9731,298.32,86.54,1784769.95,669170.73,1752950.79,104797.2,NA,NA,NA,NA,NA,NA
2012,2922508,16000,23015,0,0,2678649.98,0,2787111.62,128816.21,NA,NA,378075,378075,0,0
2013,2926004,12027,25197,729,102,2450804.91,906864.67,2450804.91,287631.95,0,10118.49,0,0,0,0
2014,2930709,33622,117986,1748.58,922.86,32662459.64,3546407.42,20564817.12,1132937.18,597522.4,904856.48,NA,NA,NA,NA
2013,2933604,5635,34373,0,1,2204349.03,68141.52,2029857.03,338445.95,20000,140000,20000,120000,0,0
2013,2107506,7515,85001,0,19.32,2909448.43,428198.15,1920193.9,804931.79,0,240000,0,0,0,0
2013,2200400,2035,27882,59.5,7.23,2091218.32,103071.83,2244907.7,326175.95,0,0,0,0,0,0
2015,2207009,9078,22422,302.19,217.01,4000273.12,862797.72,4272121.15,593916.54,0,0,NA,NA,0,0
2011,2907707,2436,2639,79.08,0,610989,72962,644809,69476,185000,185000,NA,NA,NA,NA
2009,2907707,2487,2550,88.32,NA,463477.71,61325.07,497512.24,57648.98,NA,NA,0,0,0,0
2011,2910727,7295,94565,126.72,10.48,9849708,104105,9786614,950451,1903000,2966000,NA,NA,NA,NA
2009,2911907,16000,21789,0,1,1623157.87,0,1790397.77,101171.78,NA,NA,0,0,0,0
2009,2913606,80924,160037,3645.14,2208.92,21082491.8,5919425.54,20880374.38,1567645,32000,NA,0,0,0,0
2008,2914604,3033,60475,90.22,0,5345130.79,60880.98,5852873.67,1315306.91,0,1296000,NA,NA,NA,NA
2009,2918407,137000,186210,1398,501,13701097,2990504,13701097,1889911,137528,1788254,0,0,0,0
2008,2926301,699,17051,24.36,0,1772412.81,16187.61,1966541.97,176017.84,0,0,NA,NA,NA,NA
2009,2932507,1129,14073,39.96,22.86,972241.08,23605.94,934722.4,86817.49,105000,NA,0,0,0,0
2010,2206407,1342,5309,0,0,572740.49,0,558706.31,68969.52,0,0,0,0,0,0
2007,2211001,114484,735164,6040,2778.08,87274407.85,11065436.04,76334811.45,15669629.44,327115.71,3287613.11,NA,NA,NA,NA
2002,2915601,4135,48011,118.8,NA,1918036.98,38928.88,2089206.34,NA,NA,NA,NA,NA,NA,NA
2003,2926004,25000,21350,2506,43.2,1370278.77,396036.28,1767051.01,3e+05,50000,67000,NA,NA,NA,NA
2006,2927200,1520,19735,56,0,1106596.25,61254.72,1181436.05,370214.68,0,0,NA,NA,NA,NA
2006,2927408,2011977,2712902,136623,38607,352748192.01,113762242.18,325825799.98,41326801.04,29318000,33014000,NA,NA,NA,NA
2005,2933208,4718,32341,247.8,55.34,3272358.79,237073.28,3628691.76,1164270.04,0,0,NA,NA,NA,NA
2022,2900603,2572,NA,0,NA,647625.12,0,655752.57,66066.06,938.11,23010.66,45230,68716,0,0
2022,2903805,6807,NA,0,NA,2589269.14,0,2545675.05,531973.69,6269.08,305870.39,0,167475,0,0
2022,2903904,22083,NA,607,967,13185382,2204661,14221710,2290119,0,371501,0,0,0,0
2022,2920106,9272,NA,0,NA,2640640.84,2e+05,2935022.51,363073.69,6389.12,536323.46,5e+05,750000,0,0
2022,2933307,307469,NA,11928.36,4656.62,150080773.92,62117317.41,149129416.18,17449991.17,16305112.41,57759469.45,0,0,0,0
2022,2111201,19572,NA,4034.4,612.41,72710802.09,19239089.37,49747833.25,6976718.31,1923317.07,40092849.53,0,0,0,0
2021,2900702,55188,133719,1543,NA,36926946,2707000,39486109,5838398,4395282,4627126,0,0,0,0
2020,2910404,2671,3550,127.29,65.01,1584466.12,528835.38,1546983.94,184071.56,59664.32,109913.74,NA,NA,NA,NA
2019,2911709,53607,67047,2104.42,403.42,34389306.02,11351376.66,29705332.81,829437.9,137633.33,3739207.41,NA,NA,NA,NA
2021,2911857,1780,5327,0,0,1494653.11,0,1531416.78,416126.52,714.08,102895.94,0,0,0,0
2020,2914604,11022,67789,380.74,30.48,21497722.37,1307773.47,20850484.71,6691736.34,101811.84,1393907.95,NA,NA,NA,NA
2021,2914703,18759,50974,759.31,197.04,18628881.14,2693844.61,18623060.96,1929499.37,6424818.04,7672018.33,0,0,0,0
2020,2914901,10905,16091,423.73,869.63,6732782.38,2361178.52,6219493.14,410060.92,241070.31,709550.48,NA,NA,NA,NA
2019,2915601,41954,50904,1431.63,373.6,17839547.53,6823893.11,16392734.34,842106.36,387662.48,4701137.2,NA,NA,NA,NA
2017,2915809,950,21244,27.17,8.43,2995332.08,71459.53,2860570.34,104687.94,20000,162304.96,NA,NA,0,0
2020,2916609,7670,7659,0,0,1545196.25,0,1470459.39,51951.53,0,236601.47,0,0,0,0
2018,2917508,5523,56677,164.24,99,14750850.67,266675.73,14786777.86,1250066.45,8788630.64,11173305.85,NA,NA,1753019.62,1753019.62
2018,2920908,850,11113,0,0,1801217.99,120000,1869723.82,117356.57,0,0,0,0,0,0
2018,2921708,14975,20393,442.79,0,5513248.31,1889227.24,5334745.07,282016.42,31497.77,31497.77,NA,NA,0,0
2021,2922706,8654,6757,57,456,2682134.63,123340,2738836.12,81517.9,81.58,43389.02,0,0,0,0
2021,2923001,1891,38408,55.65,19.2,5385974.5,82798.15,5607619.47,529548.37,14259.78,550335.58,0,0,0,0
2020,2924108,561,1845,0,0,624264.74,0,659636.44,72034.84,0,88303.25,0,124902,0,0
2017,2928406,3267,16552,57.6,38.12,1810618.51,143837.2,1882545.78,293026.69,4350,86689.03,0,0,NA,NA
2020,2928505,4000,2531,0,0,1972048.36,0,2051144.3,308854.73,0,202472.06,0,0,0,0
2019,2930766,1200,4102,0,0,1345450.2,0,1337553.25,136111.55,0,0,0,0,0,0
2019,2932705,2801,16321,102.61,24.88,4179265.03,369612.88,3807976.35,197091.23,31649.89,31649.89,NA,NA,NA,NA
2019,2100550,2550,5241,0,31,290000,55000,252000,52000,NA,NA,0,0,0,0
2013,2903409,12683,12296,536.09,223.84,2583067.95,941066.78,2525616.34,143424.76,20018.98,68731.85,NA,NA,NA,NA
2013,2903904,35000,46359,357,475,5520993,791808,5730277,500973,282306,630528,0,0,0,0
2014,2913507,1964,15714,56.03,2.69,1947610.09,76380.91,2024661.45,136963.46,4707.46,62171.29,NA,NA,NA,NA
2015,2914000,3426,30354,97.15,18.65,6214912.68,121764.09,6248555.17,1068432.75,6053391.07,8946507.48,NA,NA,4365379.24,4365379.24
2016,2916005,20554,14444,0,NA,1844962.58,0,1797366.99,124415.71,458.06,18966.67,0,0,0,0
2012,2917359,2140,2957,92.16,0,643041.4,79854.62,741295.62,206104.13,0,72281.71,0,0,0,0
2013,2921203,3197,16730,48.06,17.7,2326423.26,69750,2352548.28,143898.73,0,2083872.59,NA,NA,NA,NA
2016,2923506,3426,5726,119.46,1.6,1011478.92,340626.7,1313829.77,109216.13,18199.46,49296.41,NA,NA,0,0
2015,2927507,7000,9437,20,NA,1423231.38,27000,1536291.45,700576.9,1582.97,3795.26,0,0,0,0
2013,2929008,8811,9860,288.46,276.37,1460128.36,538533.43,1349945.06,101779.45,942.77,25256.08,NA,NA,NA,NA
2014,2105302,63450,239110,9538.56,57.52,38109647.2,11314144.96,32253662.18,4527177.91,0,199758.29,0,0,0,0
2016,2201903,5000,19105,111.73,0,4062741.8,0,4497856.62,844898.65,0,0,4203382.77,4203382.77,0,0
2009,2910727,2921,93082,112.84,NA,6987580.67,84363.54,7200247.71,834875.84,NA,NA,0,0,0,0
2011,2914000,1509,28924,44.73,0,3764109,41550,4198052,757719,NA,NA,NA,NA,NA,NA
2007,2919306,2864,7324,28.98,7,629926.9,112161.93,646382.99,89380.37,0,0,NA,NA,NA,NA
2010,2919801,10520,15411,0,NA,2283702.91,0,2395089.45,422635.35,0,273332,NA,NA,NA,NA
2009,2925303,70396,102877,3399.1,3942.02,11987721.15,4856387.21,12385309.42,1746239.11,890000,NA,0,0,0,0
2009,2926004,13391,22499,1640,97,1834345,592114,1834345,252787,0,63548,0,0,0,0
2007,2926301,690,16640,23.95,NA,1527183.03,14542.64,1680691.37,169974.56,0,0,NA,NA,NA,NA
2010,2929008,6469,9265,220.87,23.39,934977,234139,945758,113335,NA,NA,NA,NA,NA,NA
2010,2929206,8614,27391,362.77,109.54,4524377,518892,4771868,288379,NA,NA,NA,NA,NA,NA
2005,2906501,14406,74115,555.8,362,19632697.2,324346.62,11201016.77,351620.57,1e+05,1e+05,NA,NA,NA,NA
2005,2927200,1323,19814,44.9,NA,906479.03,4957.13,1103457.94,162763.73,0,81000,NA,NA,NA,NA
2006,2928406,2490,12479,192,1.5,611120.54,41359.12,611510.44,126053.51,0,5693,NA,NA,NA,NA
2002,2928604,11716,45187,380.3,NA,1414054.45,140903.78,1518862.57,NA,435520,NA,NA,NA,NA,NA
2002,2208007,2569,53733,NA,NA,2998324.25,34031.8,3352128.45,720577.5,NA,NA,NA,NA,NA,NA
2005,2211001,126157,746995,5326,0,68680173.4,8722712.3,57243494.01,12371619.21,0,10988712,NA,NA,NA,NA
2022,2914109,4167,NA,149.01,35.24,2181458.22,738931.93,2058668.01,137675.94,646543.53,787534.1,0,0,0,0
2022,2915502,18781,NA,0,0,3125004.49,0,3125004.49,442451.95,0,268672.63,0,0,0,0
2022,2916005,13369,NA,0,1000,3496233.45,12000,3557834.2,213073.83,5264.33,260088.25,0,0,0,0
2022,2932457,3806,NA,142.14,0,2527155.32,756093.88,2389309.76,691952.32,487130.3,1001601.83,0,0,0,0
2021,2900207,6518,10897,203.84,68.83,2705979.81,811511.97,2410776.12,266112.09,46718.34,190392.19,0,0,0,0
2019,2902609,4500,8508,0,0,2346572.43,0,2339894.35,740638.86,6335152.53,8062246.36,0,0,NA,NA
2021,2904308,14155,4893,0,0,1896000.62,0,1808896.61,376446.82,84.24,63817.56,0,0,0,0
2020,2904902,15650,17175,534.47,376.54,6679327.86,2264773.33,7786070.14,721573.79,111103.59,731883.13,NA,NA,NA,NA
2018,2906501,35384,79210,1333.45,852,93385927.26,3952153.24,92418913.57,1081079.73,1563999.95,6194865.6,NA,NA,0,0
2017,2912301,14200,12730,53,80,3014752.87,1193088,2982670.92,105452.11,0,0,50000,137000,3e+05,550000
2019,2914802,168019,207989,4606.93,511.98,53355806.54,14113089.97,51884616.57,6739284.4,0,985273.63,0,0,0,0
2020,2915403,3386,5288,121.62,40.49,1414491.54,474697.52,1476491.36,50412,37696.89,127485.25,NA,NA,NA,NA
2018,2916104,11811,22114,500.18,319,6454437.4,1830427.98,8343377.35,725218.18,892298.1,1917303.47,NA,NA,0,0
2020,2917508,6209,56847,150.9,179.1,17172878.03,358437.37,16923761.25,1662758.82,12978779.42,24328750.34,NA,NA,NA,NA
2020,2918407,188033,177178,5754,928,36425160.87,11043730.38,46367743.19,2010509.21,3627681.59,3856954.63,0,0,0,0
2020,2928604,26130,46571,833.94,557.95,12777099.52,3466829.54,12846520.89,425885.34,1071874.37,2697068.92,NA,NA,NA,NA
2020,2931004,4800,8447,0,NA,1954977.07,0,1870719.1,130642.36,0,95246.04,40000,95000,NA,NA
2021,2932101,5130,8871,241.88,51.98,2642037.41,806189.35,2639161.45,163105.88,2505.65,1769822.93,0,0,0,0
2020,2933158,6984,8260,252.03,12.55,2927855.91,1138833.82,2757346.87,775258.26,97109.35,272738.39,NA,NA,NA,NA
2019,2112506,1218,20829,0,3.78,163914.78,39352.89,62611.36,190673.13,0,6479.92,0,0,0,0
2017,2202901,3879,16186,163.69,26.46,3976117.21,570601.79,3953607.58,470644.61,0,13919.37,0,0,0,0
2021,2211100,19238,21946,559.56,218.2,6267525.41,2667606.14,5610311.31,806737.77,142450.9,228773.49,0,0,0,0
2015,2903706,3304,5490,0,0,1180715.85,0,1242712.54,224764.54,231.07,554,0,0,0,0
2015,2908408,3609,39848,96.62,33.3,6128839.2,76384.11,6510272.49,2023983.9,63244.43,186892.05,NA,NA,0,255698.5
2015,2909802,9226,54644,121.05,216.86,7882857.31,297592.49,7921942.75,709932.26,745880.49,2718765.57,NA,NA,5544781.57,5544781.57
2016,2911709,44601,68507,1695.22,352.31,24148598.29,6251595.82,21114773.88,2799640.46,34279.3,3847795.76,NA,NA,0,0
2015,2919603,7242,7243,0,NA,1092667.58,0,1098026.03,164673.68,6997.02,16775.76,0,30000,0,0
2012,2922300,4514,18068,127.58,27.56,2572895.62,266855.14,2595188.64,13651.12,677000,NA,NA,NA,NA,NA
2012,2924009,5024,94952,267.64,19.78,16769948.42,618480.09,16690640.39,704252.5,21837000,NA,NA,NA,NA,NA
2016,2924801,20000,16924,0,0,2373084.02,0,2186039.49,394903.02,1140.92,16543.11,0,0,0,0
2014,2926301,622,21147,22.43,0,3654137.6,30562.42,3822902.94,88311.32,1561.86,714730.02,NA,NA,NA,NA
2014,2928406,3360,16265,66.11,35.6,1434907.43,118618.32,1668285.02,84816.51,0,196365.83,NA,3521819.34,NA,NA
2012,2931350,12207,133617,254.88,51.01,15255989.66,356778.16,15411034.6,1011253.33,25021000,NA,NA,NA,NA,NA
2012,2932101,5491,9253,204.47,54.76,1059703.66,298664.14,1083788.56,110954.43,NA,NA,NA,NA,NA,NA
2013,2102358,200,4209,0,2,7000,0,10000,35000,NA,NA,0,8e+05,NA,NA
2016,2104099,2000,6260,0,NA,80000,0,80000,26000,NA,NA,2e+05,870000,NA,NA
2015,2202133,200,1628,0,20,246497.43,100,232661.46,19491.07,0,0,0,0,0,0
2007,2902906,757,21233,3.68,3,1230792.11,3789.55,1302909.22,51814.61,101000,102000,NA,NA,NA,NA
2008,2906501,16200,74115,633.7,56.97,21805801.84,475770.02,21197039.69,827909.33,784000,784000,NA,NA,NA,NA
2010,2906873,2332,21762,66.17,NA,2264941,68728,2285850,171256,NA,NA,NA,NA,NA,NA
2010,2907301,665,15686,21.17,NA,1567535,17056,1767523,235987,NA,NA,NA,NA,NA,NA
2007,2910727,2860,87875,116.12,1,5065698.19,62211.16,5505592.6,1031016.83,0,0,NA,NA,NA,NA
2010,2911709,8725,62565,NA,NA,NA,NA,7280935,497867,16023000,NA,NA,NA,NA,NA
2010,2913903,2360,40384,53.74,47.15,4738676,137406,5425092,222711,4108000,NA,NA,NA,NA,NA
2011,2915502,20800,16757,0,550,1285996.49,0,1285996.49,158726.32,NA,NA,0,64456.91,0,0
2007,2918407,116083,176011,1185,450.65,12338122.86,2484196.64,13489249.48,2443225.71,518783.03,1432959.15,NA,NA,NA,NA
2010,2918456,5240,2292,0,0,227559,0,284080,26231,35000,50000,NA,NA,0,0
2010,2919504,14087,20530,540,0,2084010,0,2294013,8558,0,0,NA,NA,0,0
2009,2919926,12306,16245,439.91,270.74,3441536.86,529387.95,3723281.22,201056.14,4060000,NA,0,0,0,0
2011,2925303,79061,106043,3694.46,3208,17154548,6909325,17166342,1821422,3325000,3325000,NA,NA,NA,NA
2010,2927903,5688,9514,166.37,43.35,1137079,282857,1282496,28613,NA,NA,NA,NA,NA,NA
2010,2932101,4220,8822,164.24,67.7,773754,198964,857676,119697,NA,NA,NA,NA,NA,NA
2003,2909901,10235,11229,245,0,382646.61,19407.59,507515.19,80400,94276.62,124675.53,NA,NA,NA,NA
2006,2910800,188913,480986,8185,2266,34517258.07,9090108.96,33702588.25,5995892.76,0,1892000,NA,NA,NA,NA
2006,2928604,24540,46892,788,754,2989387.47,494465.88,3040891.01,575678.5,0,0,NA,NA,NA,NA
2004,2111300,475011,923358,2000,921.5,90115144,34955881,53706716,13454606.7,0,6080154.37,NA,NA,NA,NA
2022,2914802,176211,NA,5269,525.2,59199261.06,15888979.7,65335228.6,12327104.35,0,6709543.83,0,0,0,0
2021,2902609,3316,8492,76.94,41.2,2815127.76,358611.54,2716496.97,364050.72,209453.85,314744.2,0,0,0,0
2020,2902906,336,20102,13.79,1.96,5657894.52,45740.4,5216394.76,519347.88,119120.31,607992.51,NA,NA,NA,NA
2019,2903607,3650,3788,0,0,1313719.68,0,1269163.25,581367.19,0,0,0,0,0,0
2018,2904308,14370,4967,0,0,1905346.24,0,1726618.32,22405,0,20756,150000,265000,0,0
2019,2904852,688,5041,19.94,0,2074620.53,88088.08,2130650.09,283154.66,0,44658.65,NA,NA,NA,NA
2021,2905602,11573,25117,300.11,74.17,5851893.41,1447913.01,5875675.3,171600.33,360290.36,778324.55,0,0,0,0
2019,2908606,6414,13267,203.72,74.18,4596828.27,969340.29,4753869.53,287387.32,21209.66,1280879.31,NA,NA,NA,NA
2017,2910057,33006,75841,1677.75,247.08,12578392.71,3869463.88,11461796.19,2144489.36,23400,2118779.5,NA,NA,0,0
2019,2910404,4039,3671,120.05,4.77,1247941.83,400755.6,1177867.98,171977.41,0,13129.38,NA,NA,NA,NA
2021,2910701,8322,29765,404.39,103.21,11142904.16,1750931.6,11291675.13,1902360.57,81330.12,1140913.05,0,0,0,0
2020,2911402,1565,2857,72.53,49.24,2557157.3,375466.86,2497291.71,199287.58,8559.18,191505.61,NA,NA,NA,NA
2020,2913408,6095,8094,293.12,32.5,1206157.1,259279.41,1468638.74,242219.13,30703.16,149703.16,0,0,0,0
2018,2914109,4691,6322,156.81,47,1753850.83,574522.23,1786492.96,114616.15,0,0,NA,NA,0,0
2017,2915502,19888,17287,0,0,2031165.77,0,2031165.77,217680.23,0,83324.3,0,0,0,0
2021,2917359,1900,2770,0,0,1474074.45,118879.65,1658978.42,631062.37,0,6500,0,0,0,0
2018,2918704,2026,2026,0,0,485212.6,0,484800.96,218810.15,0,187580.53,0,0,0,0
2018,2922300,11775,18345,399.71,62,6033927.12,1564524.39,5838694.86,495947.26,426987.97,516420.49,NA,NA,0,0
2020,2924009,39877,102124,1579.07,242.1,35776844.02,8282896.4,34271578.96,800101.38,402907.04,8556294.3,NA,NA,NA,NA
2018,2927903,6364,9783,268.07,70,2705858.98,851813.05,2728206.94,39752.48,0,7420.22,NA,NA,0,0
2021,2928604,26486,46617,890.05,586.45,13491943.62,3810273.9,12998351.17,486620.82,1279059.29,3932121.72,0,0,0,0
2021,2930774,20995,21160,0,NA,3205120.2,541785.38,3584849.05,772283.13,0,0,0,0,0,0
2018,2932705,2791,16410,134.84,41,3837117.09,336036.44,3551994.7,148165.46,4294.8,4294.8,NA,NA,0,0
2020,2110302,14288,5826,1000,NA,2489837.96,5e+05,2792410.32,555379.06,0,17221.83,170000,1001000,0,0
2019,2111201,68729,41095,5382,876,36045759.52,8158866.65,31376874.03,7512744.88,374720,15121959,0,0,0,0
2021,2200400,2124,28699,58.44,6.18,4547039.17,261225.74,4404446.44,1290045.98,0,767768.65,0,0,0,0
