"Ano_Ref","id_mun","AG001","POP_URB","AG006","AG028","FN001","FN002","FN006","FN013","FN023","FN033","FN042","FN048","FN052","FN058"
2019,2902658,5851,4526,251.35,1055.13,988075.5,988075.5,955371.74,442148.63,25545.35,25545.35,14109,14109,NA,NA
2020,2903904,69662,47296,3264,8430,11246459,9393676,11246459,1100000,3e+05,3e+05,0,0,0,0
2017,2904605,61685,48676,3595.71,4343.68,13886853.02,13548984.86,13490925.31,1174549.57,78377.51,89999.66,NA,NA,0,0
2020,2906907,14965,11668,712.99,321.99,4377183.12,3447005.37,4052497.71,166315.26,129187.05,322640.63,NA,NA,NA,NA
2019,2909505,3471,3374,141.28,983.31,928288.55,594905.94,931548.42,254861.04,0,0,NA,NA,NA,NA
2018,2910057,59213,74927,5761.92,25530,13888506.7,9652110.32,12548731.46,1862605.9,0,0,NA,NA,0,0
2021,2913705,22171,17536,1009.61,185.83,4789297.3,4609297.3,4908795.31,457644.02,284413.71,365004.87,0,0,0,0
2018,2913705,23449,17010,923.85,2643,3919010.86,3813756.86,4001293.34,223049.39,0,0,0,0,0,0
2021,2915106,9436,9497,448.95,104.02,2135581.76,2094581.76,2251566.86,49656.05,137183.14,164914.25,10000,88000,0,0
2018,2915601,53009,50931,2598.56,2277,16860235.8,10453707.26,15548163.13,759003.16,1750010.45,2274599.62,NA,NA,0,0
2020,2915809,20786,19412,839.32,425.18,4035081.28,3918793.54,3904526.95,151388.33,258508.64,346336.83,NA,NA,NA,NA
2018,2917706,21767,18277,1600.48,1122,4781747.24,3958935.17,4754791.77,596352.46,0,0,NA,NA,0,0
2017,2918407,212887,180110,21573.92,8939.86,33384100.97,23173209.88,37816818.72,3795969.72,176802.97,532857.41,0,0,0,0
2021,2918803,6400,6631,244.27,204.71,1846803.15,1307815.34,1854534.09,122914.35,92970.59,126091.9,0,0,0,0
2018,2921401,5401,8806,261.88,423,994309.21,731887.88,892208.88,151308.6,0,0,NA,NA,0,0
2017,2923001,30251,38305,853.88,842.74,3234873.83,3179905.15,2791250.45,327551.3,50720.66,58241.73,NA,NA,0,0
2018,2923506,5283,5582,211.75,237,1306329.88,839639.99,1268080.18,100436.33,0,0,NA,NA,0,0
2020,2928802,31220,30807,2796.24,3801.92,10028208.62,9246337.5,9587312.74,721183.27,1065545.05,2819105.36,NA,NA,NA,NA
2020,2101707,17571,25380,2136.14,932.79,4415981.5,3298964.19,3932815.94,541305.22,14914.22,30274.41,0,0,0,0
2019,2112209,157084,146996,18025.31,10077.73,29760364.92,29531466.5,30752070.91,6063334.42,3194745.71,7432824.84,0,0,0,0
2018,2203909,57546,51832,5617.35,4043.88,12134126.92,12002277.61,14500731.32,2556481.9,0,107154.8,0,0,0,0
2013,2909505,3406,3369,130.53,242.1,481846.03,306242.77,441890.25,149768.69,1891.74,11694.78,NA,NA,NA,NA
2015,2921708,23383,21162,832.02,802.96,3891072.68,2635509.91,3858829.32,213067.17,453838.16,2651291.81,NA,NA,0,0
2015,2928406,16265,16368,1305,384.51,1501892.43,1376957.55,1783620.01,241635.15,113663.16,113663.16,0,4226183.2,NA,NA
2012,2930501,73251,47464,3997.34,10459.83,7893597.03,7670713.66,6804650.13,2920954.17,NA,NA,NA,NA,NA,NA
2016,2931301,13231,13820,319.54,356.44,1278973.59,1278973.59,1255487.06,88584.39,11762.01,13871.69,0,0,0,0
2014,2933158,11318,8848,382.15,515.89,1589649.75,1013670.09,1620183.55,120374.84,35675.79,765535.2,NA,NA,NA,NA
2012,2103000,158059,120773,12753.91,12999,10030489.33,10030489.33,10030489.33,2372756.7,788975.97,788975.97,0,0,0,0
2016,2108108,3144,11125,755.09,532.36,426364.99,426364.99,282832.75,259871.29,0,0,0,0,0,0
2007,2904605,43259,43259,2854.04,2478.3,3982113.4,3939161.86,4264372.29,544172.22,922000,922000,NA,NA,NA,NA
2009,2906857,8216,6147,417.48,879.19,663838.52,663838.52,755469.04,71134.12,0,0,0,0,0,0
2008,2916104,19517,20641,1617.47,240.43,2047025.9,1592959.02,2232430.45,429770.86,0,0,NA,NA,NA,NA
2011,2919926,17786,17252,1810.78,16.4,4373689,3651972,4612615,248861,NA,NA,NA,NA,NA,NA
2010,2921450,2126,1809,117.97,52.9,160988,160988,174879,42606.45,0,0,NA,NA,NA,NA
2008,2926004,37201,22335,3039,840,1694721.63,1155376.81,1896141.41,151596.51,11566.97,45458.8,NA,NA,NA,NA
2008,2927408,2448548,2947520,277341.15,159490.38,464961064.68,304732976.32,444597173.92,46315430.98,6567000,22485000,NA,NA,NA,NA
2010,2928604,46565,44766,2628.49,136.15,4925217,4034814,5334958,549264,NA,NA,NA,NA,NA,NA
2011,2928802,39444,27989,1840.85,5056.35,3204447,3196195,3291683,559231,NA,NA,NA,NA,NA,NA
2011,2929206,33713,27828,2480.77,200.64,5594112,5032018,5672523,324661,1778000,1778000,NA,NA,NA,NA
2008,2929206,32989,25045,2396.71,178.42,3145455.15,2682515.76,3236949.82,295598.12,0,3956000,NA,NA,NA,NA
2008,2933307,265639,269714,14056.77,19237.54,31885031.97,20472438.73,33675198.84,3585022.34,0,0,NA,NA,NA,NA
2007,2933604,46474,31853,2341.4,746.75,1288090.92,1248627.11,504409.97,217346.63,121555.83,191944.8,NA,NA,NA,NA
2003,2910800,446759,452332,26563.6,29095,22179618.74,16901855,22299488,NA,3346010,3346010,NA,NA,NA,NA
2003,2915601,53818,47999,2823.6,1725,2310094.4,2264575.92,2479183,NA,241762,563905,NA,NA,NA,NA
2005,2919926,13419,13321,1415,1794,1926242.91,1926242.91,2151324.96,25132.76,0,0,NA,NA,NA,NA
2005,2928703,73982,73239,3937.41,2732.98,4233589.92,4142333.29,4527447.48,490237.38,0,0,NA,NA,NA,NA
2002,2101202,88788,72528,5242.9,NA,NA,2294873.16,2621620.96,385667.18,379157.45,379157.45,NA,NA,NA,NA
2001,2904605,38341,41047,2740.1,NA,1798572,1787864,1823704.69,NA,NA,NA,NA,NA,NA,NA
2001,2101202,86731,71987,5287,NA,1848696,1812779,2453796,264001,190907,283560,NA,NA,NA,NA
2022,2918407,212376,NA,20592.16,9506.71,41123261.21,26866843.84,62832219,674627.75,0,2139436.34,0,0,0,0
2022,2210706,7492,NA,540.95,94.02,1599805.09,1599805.09,1673022.62,79845.48,0,25741.83,769746,769746,0,0
2021,2905701,295407,295213,35673.34,1517.29,139224535.9,117383940.84,135033941.71,14807296.84,28326943.04,94520883.61,0,0,0,0
2021,2906303,23813,24610,1040.53,357.61,7510225.14,4876827.13,7542298.31,231614.28,277730.04,553656.12,0,0,0,0
2018,2906907,16121,11585,666.1,292,3771922.03,3058873.31,3574640.14,139326.33,106148.34,106148.34,NA,NA,0,0
2021,2907103,29118,12912,3023.55,NA,4157986.72,3417280.68,4507082.53,762178.83,68850,209082.28,0,0,0,0
2018,2910404,5788,3798,201.78,61,1165849.84,774416.08,1049581.29,89625.9,0,0,NA,NA,0,0
2019,2910727,103855,105704,4952.74,6723.83,23648803.13,22857719.81,24034261.69,2181694.61,753317.05,813551.24,NA,NA,NA,NA
2019,2911303,3723,5658,190.98,145.17,935266.32,605340.55,947425.12,70327.26,0,0,NA,NA,NA,NA
2020,2913200,21449,20712,1372.67,428.38,7875414.2,4927581.82,7933907.64,209105.94,201019.8,838970.5,NA,NA,NA,NA
2018,2914653,23880,22908,988.85,1456,4181452.86,4132926.77,3770792.97,424967.81,15858.28,15858.28,NA,NA,0,0
2020,2914703,58362,50857,3211.75,6242.65,16635229.58,14827414.32,16420001.84,1320242.89,2264392.28,12776101.54,NA,NA,NA,NA
2021,2916609,8196,7648,328.77,128.52,1507577.3,1507577.3,1484521.92,108161.52,140987.27,150495.43,0,0,0,0
2017,2918001,155323,148893,7725.23,2426.19,51955677.43,30250608.05,50103976.17,1232559.65,497275.5,2624272.5,NA,NA,0,0
2017,2918902,3885,2262,154.12,191.44,687406.3,687406.3,657801.58,56276.83,25833.45,29664.14,0,0,0,0
2021,2922409,10039,10060,0,299.33,3813023.24,2365103.78,3869022.54,285973.42,116009.29,151868.59,0,0,0,0
2020,2924652,6843,5869,264.05,78.74,1258577.96,1258577.96,1234488.25,394526.02,6989.36,25916.03,147940.2,147940.2,0,0
2020,2927606,7196,5240,0,1533.18,2223747.71,1558574.94,2228557.35,730953.04,125640.35,184338.61,NA,NA,NA,NA
2018,2929206,39338,32472,0,282,10442460.4,8352720.64,10064964.61,448872.57,504714.78,504714.78,NA,NA,0,0
2017,2929206,40220,33200,0,660.56,9723355.88,7848920,8575863.24,645257.39,51874.98,59567.22,NA,NA,0,0
2018,2929305,30230,18417,1774.4,1268,5205913.89,5061135.98,5150523.95,396295,0,0,NA,NA,0,0
2019,2929503,31010,34799,1763.31,2244.67,5853087.76,5768190.6,6066453.25,882839.06,0,0,NA,NA,NA,NA
2019,2105302,219162,245139,39114.79,16798.3,69269326.5,48001372.46,49084272.01,6145485.98,2517124.7,2517124.7,0,0,0,0
2018,2208908,4346,4748,451.14,286.75,1100275.89,780719.55,1080384.78,226742.34,0,139835.87,0,0,0,0
2020,2210706,8579,5877,453.59,20.93,1282242.91,1282242.91,1352329.96,19390.69,0,8383.93,0,59000,0,0
2012,2901007,32360,25249,1341.22,1248.54,3690707.46,3668418,3717960.79,229533.13,NA,NA,NA,NA,NA,NA
2016,2914000,45186,30649,2046.22,3998.23,7148581.66,7001855.21,7196449.15,1007691.33,1091033.68,3188894.12,NA,NA,0,0
2016,2917201,8440,7064,412.33,24.25,1250916.64,1250916.64,1249445.15,8629.02,33636.7,89718.9,0,0,0,0
2014,2918407,186736,175899,21336,NA,24763886.19,18866498.47,27672082.59,2643994.39,1904643.67,2596230.52,0,0,0,0
2012,2921104,18953,17129,941.24,574.47,2342796.87,2342796.87,2495948.41,137882.29,NA,NA,0,5000,0,0
2012,2922409,11438,9731,579.23,253.04,1784769.95,1115599.22,1752950.79,104797.2,NA,NA,NA,NA,NA,NA
2012,2922508,24514,23015,1065.79,617.27,2678649.98,2678649.98,2787111.62,128816.21,NA,NA,0,378075,0,0
2013,2926004,18015,25197,1673,831,2450804.91,1543940.24,2450804.91,287631.95,10118.49,10118.49,0,0,0,0
2014,2930709,103265,117986,10620.91,2985.35,32662459.64,29116052.22,20564817.12,1132937.18,213893.97,904856.48,NA,NA,NA,NA
2013,2933604,45562,34373,3000,800,2204349.03,2136207.51,2029857.03,338445.95,1e+05,140000,1e+05,120000,0,0
2013,2107506,57643,85001,5916.56,268.66,2909448.43,2481250.28,1920193.9,804931.79,120000,240000,0,0,0,0
2013,2200400,18054,27882,1216.61,988.85,2091218.32,1988146.49,2244907.7,326175.95,0,0,0,0,0,0
2015,2207009,22065,22422,1777.13,876.69,4000273.12,3137475.4,4272121.15,593916.54,0,0,NA,NA,0,0
2011,2907707,6643,2639,337.27,320.95,610989,538027,644809,69476,0,185000,NA,NA,NA,NA
2009,2907707,6243,2550,270.93,296.77,463477.71,402152.64,497512.24,57648.98,NA,NA,0,0,0,0
2011,2910727,92920,94565,4482.49,5147.16,9849708,9745603,9786614,950451,1063000,2966000,NA,NA,NA,NA
2009,2911907,23819,21789,1057.01,366.67,1623157.87,1623157.87,1790397.77,101171.78,NA,NA,0,0,0,0
2009,2913606,141175,160037,11516.33,5778.12,21082491.8,15163066.26,20880374.38,1567645,NA,NA,0,0,0,0
2008,2914604,68883,60475,3315.29,1459.85,5345130.79,5284249.81,5852873.67,1315306.91,1296000,1296000,NA,NA,NA,NA
2009,2918407,211910,186210,17740,7985,13701097,10710593,13701097,1889911,1146303,1788254,0,0,0,0
2008,2926301,26089,17051,1451.38,874.81,1772412.81,1756225.2,1966541.97,176017.84,0,0,NA,NA,NA,NA
2009,2932507,13690,14073,745.08,382.13,972241.08,948635.14,934722.4,86817.49,NA,NA,0,0,0,0
2010,2206407,4967,5309,372,152,572740.49,572740.49,558706.31,68969.52,0,0,0,0,0,0
2007,2211001,701013,735164,87101,54376.6,87274407.85,76208971.81,76334811.45,15669629.44,2960497.4,3287613.11,NA,NA,NA,NA
2002,2915601,50658,48011,2785.4,NA,1918036.98,1879108.1,2089206.34,NA,45016,NA,NA,NA,NA,NA
2003,2926004,40000,21350,4199,93.38,1370278.77,974242.49,1767051.01,3e+05,12000,67000,NA,NA,NA,NA
2006,2927200,20088,19735,1254.7,1768.73,1106596.25,1045341.52,1181436.05,370214.68,0,0,NA,NA,NA,NA
2006,2927408,2760444,2712902,289253.93,125986.97,352748192.01,238985949.83,325825799.98,41326801.04,3696000,33014000,NA,NA,NA,NA
2005,2933208,35035,32341,4650.1,1347.35,3272358.79,3035285.51,3628691.76,1164270.04,0,0,NA,NA,NA,NA
2022,2900603,2590,NA,113.76,113.82,647625.12,647625.12,655752.57,66066.06,18165.84,23010.66,23486,68716,0,0
2022,2903805,10298,NA,536.21,1043.55,2589269.14,2589269.14,2545675.05,531973.69,281902.54,305870.39,167475,167475,0,0
2022,2903904,65550,NA,3216,8430,13185382,10980721,14221710,2290119,371501,371501,0,0,0,0
2022,2920106,10546,NA,715.08,731.09,2640640.84,2340640.84,2935022.51,363073.69,513291.44,536323.46,50000,750000,0,0
2022,2933307,360425,NA,19568.83,30853.62,150080773.92,87963456.51,149129416.18,17449991.17,35775635.25,57759469.45,0,0,0,0
2022,2111201,50571,NA,24831.86,10588.72,72710802.09,53471712.72,49747833.25,6976718.31,38169532.46,40092849.53,0,0,0,0
2021,2900702,148651,133719,19220,NA,36926946,34219946,39486109,5838398,0,4627126,0,0,0,0
2020,2910404,3961,3550,244.26,499.17,1584466.12,1055630.74,1546983.94,184071.56,25832.5,109913.74,NA,NA,NA,NA
2019,2911709,84481,67047,4931.89,3754.77,34389306.02,23037929.36,29705332.81,829437.9,3247387.51,3739207.41,NA,NA,NA,NA
2021,2911857,7907,5327,607.86,1323.04,1494653.11,1494653.11,1531416.78,416126.52,91486.93,102895.94,0,0,0,0
2020,2914604,72364,67789,4285.51,25649.93,21497722.37,20189948.9,20850484.71,6691736.34,1051249.43,1393907.95,NA,NA,NA,NA
2021,2914703,58466,50974,3464.51,8892.06,18628881.14,15935036.53,18623060.96,1929499.37,511011.85,7672018.33,0,0,0,0
2020,2914901,16056,16091,908.33,401.17,6732782.38,4371603.86,6219493.14,410060.92,395832.54,709550.48,NA,NA,NA,NA
2019,2915601,53824,50904,2622.45,2273.88,17839547.53,11015654.42,16392734.34,842106.36,3504350.04,4701137.2,NA,NA,NA,NA
2017,2915809,18489,21244,785.47,378.1,2995332.08,2923872.55,2860570.34,104687.94,121345.64,162304.96,NA,NA,0,0
2020,2916609,8211,7659,315.63,140.69,1545196.25,1545196.25,1470459.39,51951.53,217009.49,236601.47,0,0,0,0
2018,2917508,71130,56677,3872.79,2870,14750850.67,14484174.94,14786777.86,1250066.45,453533.25,11173305.85,NA,NA,0,1753019.62
2018,2920908,10987,11113,399.81,346,1801217.99,1668717.99,1869723.82,117356.57,0,0,0,0,0,0
2018,2921708,23813,20393,871.34,761,5513248.31,3624021.07,5334745.07,282016.42,0,31497.77,NA,NA,0,0
2021,2922706,6757,6757,359.79,144.67,2682134.63,1505549.31,2738836.12,81517.9,27861.43,43389.02,0,0,0,0
2021,2923001,37939,38408,1341.71,987.63,5385974.5,5303176.35,5607619.47,529548.37,464878.41,550335.58,0,0,0,0
2020,2924108,1839,1845,158.18,187.42,624264.74,624264.74,659636.44,72034.84,80142.51,88303.25,124902,124902,0,0
2017,2928406,16272,16552,1514.58,434,1810618.51,1666781.31,1882545.78,293026.69,82339.03,86689.03,0,0,NA,NA
2020,2928505,7321,2531,511.47,754.43,1972048.36,1972048.36,2051144.3,308854.73,177402.3,202472.06,0,0,0,0
2019,2930766,8057,4102,278.1,340.83,1345450.2,1345450.2,1337553.25,136111.55,0,0,0,0,0,0
2019,2932705,17544,16321,840.23,540.38,4179265.03,3809652.15,3807976.35,197091.23,0,31649.89,NA,NA,NA,NA
2019,2100550,2550,5241,255,350,290000,65000,252000,52000,NA,NA,0,0,0,0
2013,2903409,16948,12296,627.62,417.23,2583067.95,1642001.17,2525616.34,143424.76,8168.85,68731.85,NA,NA,NA,NA
2013,2903904,64000,46359,3257,3100,5520993,4729185,5730277,500973,348222,630528,0,0,0,0
2014,2913507,15628,15714,664.36,473.51,1947610.09,1871229.18,2024661.45,136963.46,51181.42,62171.29,NA,NA,NA,NA
2015,2914000,45194,30354,2012.9,3955.62,6214912.68,6093148.59,6248555.17,1068432.75,1022422.2,8946507.48,NA,NA,0,4365379.24
2016,2916005,14800,14444,495.88,449.57,1844962.58,1844962.58,1797366.99,124415.71,15775.45,18966.67,0,0,0,0
2012,2917359,6200,2957,359.2,498.08,643041.4,563186.78,741295.62,206104.13,0,72281.71,0,0,0,0
2013,2921203,20311,16730,834.04,1085.57,2326423.26,2256673.26,2352548.28,143898.73,1966821.54,2083872.59,NA,NA,NA,NA
2016,2923506,5194,5726,269.69,307.82,1011478.92,670852.22,1313829.77,109216.13,19847.83,49296.41,NA,NA,0,0
2015,2927507,13243,9437,922.06,960.48,1423231.38,1395911.38,1536291.45,700576.9,1399.82,3795.26,0,0,0,0
2013,2929008,9875,9860,664.57,636.14,1460128.36,921594.93,1349945.06,101779.45,3414.15,25256.08,NA,NA,NA,NA
2014,2105302,216010,239110,34437.51,14296.9,38109647.2,26795502.24,32253662.18,4527177.91,0,199758.29,0,0,0,0
2016,2201903,23665,19105,2134.51,1625.45,4062741.8,4062741.8,4497856.62,844898.65,0,0,0,4203382.77,0,0
2009,2910727,86810,93082,4390,5323.26,6987580.67,6903217.13,7200247.71,834875.84,NA,NA,0,0,0,0
2011,2914000,40693,28924,1893.31,3094.36,3764109,3722559,4198052,757719,NA,NA,NA,NA,NA,NA
2007,2919306,7408,7324,350.75,189.24,629926.9,517764.97,646382.99,89380.37,0,0,NA,NA,NA,NA
2010,2919801,47837,15411,1049.19,NA,2283702.91,2283702.91,2395089.45,422635.35,273332,273332,NA,NA,NA,NA
2009,2925303,83278,102877,4982.37,3750.06,11987721.15,7131333.94,12385309.42,1746239.11,NA,NA,0,0,0,0
2009,2926004,19408,22499,2050,798,1834345,1242231,1834345,252787,11228,63548,0,0,0,0
2007,2926301,24071,16640,1399.72,814.64,1527183.03,1512640.39,1680691.37,169974.56,0,0,NA,NA,NA,NA
2010,2929008,8686,9265,398.3,NA,934977,700838,945758,113335,NA,NA,NA,NA,NA,NA
2010,2929206,33183,27391,2485.61,187.66,4524377,4005485,4771868,288379,NA,NA,NA,NA,NA,NA
2005,2906501,85539,74115,5593,6453,19632697.2,19308350.58,11201016.77,351620.57,0,1e+05,NA,NA,NA,NA
2005,2927200,20030,19814,1134.66,209.7,906479.03,901521.9,1103457.94,162763.73,81000,81000,NA,NA,NA,NA
2006,2928406,18520,12479,1000,385.1,611120.54,569761.42,611510.44,126053.51,5693,5693,NA,NA,NA,NA
2002,2928604,44916,45187,2818,NA,1414054.45,1273150.67,1518862.57,NA,NA,NA,NA,NA,NA,NA
2002,2208007,55077,53733,1003,NA,2998324.25,2964292.45,3352128.45,720577.5,NA,NA,NA,NA,NA,NA
2005,2211001,782733,746995,65078,51256,68680173.4,59957461.1,57243494.01,12371619.21,641696.36,10988712,NA,NA,NA,NA
2022,2914109,6685,NA,285.76,155.21,2181458.22,1442526.29,2058668.01,137675.94,125383.77,787534.1,0,0,0,0
2022,2915502,18781,NA,1251.1,456.31,3125004.49,3125004.49,3125004.49,442451.95,268672.63,268672.63,0,0,0,0
2022,2916005,12474,NA,680.17,389.96,3496233.45,3484233.45,3557834.2,213073.83,238258.17,260088.25,0,0,0,0
2022,2932457,6625,NA,456.21,1041.09,2527155.32,1771061.44,2389309.76,691952.32,473885.23,1001601.83,0,0,0,0
2021,2900207,12297,10897,668.85,377.72,2705979.81,1894467.84,2410776.12,266112.09,125266.29,190392.19,0,0,0,0
2019,2902609,12740,8508,647.24,1599.34,2346572.43,2346572.43,2339894.35,740638.86,0,8062246.36,0,0,NA,NA
2021,2904308,9858,4893,507.15,988.94,1896000.62,1896000.62,1808896.61,376446.82,50794.46,63817.56,0,0,0,0
2020,2904902,26423,17175,1963.25,1174.78,6679327.86,4414554.53,7786070.14,721573.79,467248.37,731883.13,NA,NA,NA,NA
2018,2906501,77256,79210,0,2197,93385927.26,89433774.02,92418913.57,1081079.73,4630865.65,6194865.6,NA,NA,0,0
2017,2912301,10966,12730,446.88,181.88,3014752.87,1821663.87,2982670.92,105452.11,0,0,0,137000,1e+05,550000
2019,2914802,213110,207989,19340,11432,53355806.54,39242716.57,51884616.57,6739284.4,0,985273.63,0,0,0,0
2020,2915403,5270,5288,250.03,81.21,1414491.54,939794.02,1476491.36,50412,64012.88,127485.25,NA,NA,NA,NA
2018,2916104,22114,22114,1566.08,271,6454437.4,4624009.42,8343377.35,725218.18,860331.15,1917303.47,NA,NA,0,0
2020,2917508,66887,56847,3957.59,3673.03,17172878.03,16814440.66,16923761.25,1662758.82,5904887.38,24328750.34,NA,NA,NA,NA
2020,2918407,213757,177178,20622,9587,36425160.87,25381430.49,46367743.19,2010509.21,208245.44,3856954.63,0,0,0,0
2020,2928604,50758,46571,4365.68,543.28,12777099.52,9310269.98,12846520.89,425885.34,587610.31,2697068.92,NA,NA,NA,NA
2020,2931004,8803,8447,542.08,252.16,1954977.07,1954977.07,1870719.1,130642.36,66495.38,95246.04,40000,95000,NA,NA
2021,2932101,8871,8871,466.84,212.85,2642037.41,1835848.06,2639161.45,163105.88,1738738.57,1769822.93,0,0,0,0
2020,2933158,8812,8260,430.71,464.69,2927855.91,1789022.09,2757346.87,775258.26,122187.9,272738.39,NA,NA,NA,NA
2019,2112506,6855,20829,101.2,381.83,163914.78,124561.89,62611.36,190673.13,6479.92,6479.92,0,0,0,0
2017,2202901,20879,16186,1497.12,972.17,3976117.21,3405515.42,3953607.58,470644.61,0,13919.37,0,0,0,0
2021,2211100,22276,21946,1401.52,715.82,6267525.41,3599919.27,5610311.31,806737.77,0,228773.49,0,0,0,0
2015,2903706,9110,5490,403.56,869.02,1180715.85,1180715.85,1242712.54,224764.54,204.33,554,0,0,0,0
2015,2908408,53481,39848,57.01,3093.38,6128839.2,6052455.09,6510272.49,2023983.9,55927.29,186892.05,NA,NA,255698.5,255698.5
2015,2909802,57876,54644,1407.22,2282.95,7882857.31,7585264.82,7921942.75,709932.26,805353.21,2718765.57,NA,NA,0,5544781.57
2016,2911709,86320,68507,4580.24,10778.91,24148598.29,17897002.47,21114773.88,2799640.46,3273328.96,3847795.76,NA,NA,0,0
2015,2919603,9759,7243,472.15,727.32,1092667.58,1092667.58,1098026.03,164673.68,6187.49,16775.76,30000,30000,0,0
2012,2922300,24911,18068,1008.2,1297.09,2572895.62,2306040.48,2595188.64,13651.12,NA,NA,NA,NA,NA,NA
2012,2924009,101710,94952,6876.56,2646.38,16769948.42,16151468.33,16690640.39,704252.5,45000,NA,NA,NA,NA,NA
2016,2924801,18032,16924,761.34,1547.29,2373084.02,2373084.02,2186039.49,394903.02,12837.58,16543.11,0,0,0,0
2014,2926301,29245,21147,1298.17,557.66,3654137.6,3623575.18,3822902.94,88311.32,640944.64,714730.02,NA,NA,NA,NA
2014,2928406,16265,16265,1202,211.11,1434907.43,1316289.11,1668285.02,84816.51,196365.83,196365.83,0,3521819.34,NA,NA
2012,2931350,118392,133617,6906.8,5289.95,15255989.66,14899211.5,15411034.6,1011253.33,NA,NA,NA,NA,NA,NA
2012,2932101,9512,9253,510.04,227.78,1059703.66,761039.52,1083788.56,110954.43,NA,NA,NA,NA,NA,NA
2013,2102358,14770,4209,1440,2244,7000,7000,10000,35000,NA,NA,5e+05,8e+05,NA,NA
2016,2104099,12560,6260,260,12,80000,80000,80000,26000,NA,NA,6e+05,870000,NA,NA
2015,2202133,2810,1628,169.26,16.42,246497.43,246397.43,232661.46,19491.07,0,0,0,0,0,0
2007,2902906,25082,21233,1001.18,223.69,1230792.11,1227002.56,1302909.22,51814.61,1000,102000,NA,NA,NA,NA
2008,2906501,69487,74115,5559.63,1650.95,21805801.84,21330031.82,21197039.69,827909.33,0,784000,NA,NA,NA,NA
2010,2906873,26577,21762,1225.83,643.92,2264941,2196213,2285850,171256,20459000,NA,NA,NA,NA,NA
2010,2907301,17772,15686,924.87,NA,1567535,1550479,1767523,235987,NA,NA,NA,NA,NA,NA
2007,2910727,78444,87875,4576.03,5514.91,5065698.19,5003487.03,5505592.6,1031016.83,0,0,NA,NA,NA,NA
2010,2911709,69845,62565,3159.03,2822.3,NA,6934996,7280935,497867,NA,NA,NA,NA,NA,NA
2010,2913903,44390,40384,2191.85,1221.48,4738676,4601270,5425092,222711,NA,NA,NA,NA,NA,NA
2011,2915502,20800,16757,1088.64,265.43,1285996.49,1285996.49,1285996.49,158726.32,NA,NA,64456.91,64456.91,0,0
2007,2918407,213168,176011,17383,7151.07,12338122.86,9853926.22,13489249.48,2443225.71,914176.12,1432959.15,NA,NA,NA,NA
2010,2918456,2602,2292,114.88,38.77,227559,227559,284080,26231,15000,50000,NA,NA,0,0
2010,2919504,18065,20530,1106.52,15.57,2084010,2084010,2294013,8558,0,0,NA,NA,0,0
