"Ano_Ref","id_mun","AG001","POP_URB","AG006","AG028","FN001","FN002","FN006","FN013","FN023","FN033","FN042","FN048","FN052","FN058"
2013,2201309,1853,1901,151.84,96.15,240854.45,240854.45,198217.44,37074.97,0,0,0,0,0,0
2016,2202109,2322,1843,162.93,129.17,339155.12,339155.12,339767.88,71459.8,0,0,0,0,0,0
2013,2202539,3262,999,300,20,25367,25367,41900,8120,NA,NA,422,1439,0,0
2012,2202778,2554,2654,266.95,74.86,365174.13,365174.13,340539.72,39946.67,0,0,0,0,0,0
2012,2203206,7056,7207,995.58,297.97,923328.13,923328.13,927062.29,83156.38,0,0,0,0,0,0
2012,2203404,3536,3623,313.68,250.18,501686.26,501686.26,504058.99,137919.43,0,0,0,0,0,0
2016,2203800,2601,2000,146.4,164.6,379152.51,379152.51,410751.37,98194.95,0,0,0,0,0,0
2015,2204204,4088,4193,241.53,201.01,436213.62,436213.62,473917.58,104977.7,0,0,NA,NA,0,0
2013,2205524,1581,1650,97.28,246.8,130664.1,130664.1,143981.74,118456.18,0,0,0,0,0,0
2016,2206506,4245,3586,199.76,310.33,510889.59,510889.59,531911.22,174212.13,0,0,0,0,0,0
2014,2206506,3523,3567,257.33,248.95,427703.82,427703.82,453836.96,116221.99,0,0,NA,NA,0,0
2015,2209104,4866,4134,344.6,273.61,569154.93,569154.93,640290.7,157199.81,0,0,NA,NA,0,0
2015,2209153,3926,2201,181.77,92.69,155156.7,155156.7,299861.5,43641.11,NA,NA,0,0,NA,NA
2015,2209658,2062,1485,113.36,338.03,253903.47,253903.47,229717.91,198678.16,0,0,NA,NA,0,0
2016,2210300,5658,2565,322.14,383.8,775480.69,775480.69,802768.11,520298.98,0,0,0,0,0,0
2013,2210607,21472,21972,2350.21,4922.44,3069637.89,3069637.89,3815895.88,1302312.38,2541965.65,2541965.65,0,0,0,0
2016,2210805,8848,7389,587.48,361.37,1276539.27,1276539.27,1362997.2,191650.76,0,0,0,0,0,0
2008,2901007,27748,24460,1324.43,1157.7,2154001.18,2154001.18,2422936.64,206275.35,0,0,NA,NA,NA,NA
2007,2901908,8045,8045,970.25,640.96,681628.68,681628.68,770406.14,245378.4,0,0,NA,NA,NA,NA
2007,2902302,5284,5460,251.46,57.9,289514.3,289514.3,296488.12,18835.88,0,0,NA,NA,NA,NA
2008,2902401,9788,12100,450.27,40.12,514631.7,514631.7,526345.42,48129.51,0,0,NA,NA,NA,NA
2011,2902658,5343,4046,183.6,210.12,438587,438587,438661,40030,NA,NA,NA,NA,NA,NA
2011,2903102,3973,3722,191.24,80.61,378473,378473,382104,29621,NA,NA,NA,NA,NA,NA
2011,2906899,3359,2470,123.58,210.67,285928,285928,299736,25509,69000,69000,NA,NA,NA,NA
2008,2910305,3392,2886,135.42,301.75,261526.57,261526.57,224695.98,65629.65,0,0,NA,NA,NA,NA
2010,2910602,26393,20822,1336.42,1517.75,1963612,1963612,2124672,193449,NA,NA,NA,NA,NA,NA
2008,2911501,4266,4588,182.01,95.77,278275.28,278275.28,264831.24,27432,0,0,NA,NA,NA,NA
2010,2914208,3806,3273,133.81,430.89,191490,191490,224271,120535,NA,NA,NA,NA,NA,NA
2010,2915700,4862,5839,244.84,89.54,353402,353402,367120,37249,NA,NA,NA,NA,NA,NA
2011,2915908,3675,2326,151.63,40.09,346715,346715,367844,16537,NA,NA,NA,NA,NA,NA
2009,2916203,8702,6404,414.44,250.93,530326.8,530326.8,545501.12,46530.61,NA,NA,0,0,0,0
2009,2916302,9602,9951,385.29,391.37,337853.86,337853.86,590011.12,73980.16,NA,NA,0,0,0,0
2010,2917805,8950,5298,411.08,153.63,645267,645267,837661,51529,NA,NA,NA,NA,NA,NA
2011,2917904,5250,6161,188.15,315.91,375191,375191,381863,101358,NA,NA,NA,NA,NA,NA
2011,2919108,5372,2053,186.45,184.02,333699,333699,451314,164198,NA,NA,NA,NA,NA,NA
2008,2919603,7929,7134,480.57,0.81,554979.96,554979.96,655561.58,129539.5,0,0,NA,NA,NA,NA
2009,2920502,17929,23748,654.1,963.69,844732.34,844732.34,909323.33,185664.84,NA,NA,0,0,0,0
2008,2920700,2814,3539,123.04,67.39,217174.5,217174.5,244803.52,7908.16,0,0,NA,NA,NA,NA
2010,2921302,9986,7789,558.81,5545.52,1086572,1086572,979545,318915,NA,NA,NA,NA,NA,NA
2009,2922201,2777,3337,112.58,77.76,210767.75,210767.75,218898.79,28650.24,NA,NA,0,0,0,0
2011,2922755,2878,2791,110.01,16.66,268456,268456,253245,10867,NA,NA,NA,NA,NA,NA
2010,2922904,13391,11730,497.73,370.92,1007493,1007493,1113760,70921,NA,NA,NA,NA,NA,NA
2008,2925006,14488,14187,537.11,1077.09,783922.89,783922.89,714388.53,248854.07,4413000,4413000,NA,NA,NA,NA
2007,2925006,13776,13776,507.98,1259.44,692909.11,692909.11,632105.24,278310.79,0,0,NA,NA,NA,NA
2010,2928000,22335,20795,931.44,1456.44,1604843,1604843,1740232,478237,42000,NA,NA,NA,NA,NA
2007,2929404,3201,3225,128.43,74.85,212069.81,212069.81,216981.63,18568.94,416000,416000,NA,NA,NA,NA
2011,2929750,11279,11024,793.98,770.52,2019070,2019070,1982458,355609,3889000,3889000,NA,NA,NA,NA
2010,2931004,8328,8290,456.37,127.81,783337,783337,907297,47470,NA,NA,NA,NA,NA,NA
2011,2931608,4468,5104,153.66,104.59,325282,325282,312765,33792,NA,NA,NA,NA,NA,NA
2009,2100204,5216,6162,555,809.73,183632.89,183632.89,296612.11,307133.46,0,0,NA,NA,NA,NA
2011,2100402,704,3200,41.1,17.54,35872.51,35872.51,33544.9,14394.66,0,0,0,0,0,0
2007,2101707,17015,18024,1857,1002,637179.95,637179.95,620972.6,293139,500090,500090,NA,NA,NA,NA
2010,2101939,1716,2324,472.66,107.33,55797.91,55797.91,63948.86,104245,0,0,NA,NA,NA,NA
2011,2105401,32834,35178,3708.72,1928.13,2445739.43,2445739.43,2411308.35,2762673.03,1310397.51,1310397.51,0,0,0,0
2010,2105500,14340,15336,2500.56,1370.46,960671.66,960671.66,8294860.69,154202.61,0,0,NA,NA,NA,NA
2009,2108405,1697,3421,150,260.1,85789.82,85789.82,117425.36,98656.45,0,0,NA,NA,NA,NA
2008,2110039,7852,11734,333.71,1092.3,181407.77,181407.77,222999.14,372529.85,17500.33,26231,NA,NA,NA,NA
2008,2110104,7177,13583,823.66,249.06,242074.45,242074.45,297574.88,84941.26,23352.82,35003.22,NA,NA,NA,NA
2010,2110658,1914,4961,151.08,106.99,71241.07,71241.07,100971.25,0,0,0,NA,NA,NA,NA
2010,2110708,15357,17313,2749.02,1401.29,501161.21,501161.21,616979.05,355661.88,0,0,NA,NA,NA,NA
2010,2111607,11163,12533,974.4,523.53,632950.37,632950.37,652602.02,65912.16,0,0,NA,NA,NA,NA
2007,2111904,6224,4678,334,205,NA,NA,15064.33,80572,0,26137,NA,NA,NA,NA
2009,2111953,3297,2985,280,308.9,76859.39,76859.39,133028.52,117167.3,0,0,NA,NA,NA,NA
2009,2112902,18921,14611,1770,959.87,0,0,873.02,364083.39,0,0,NA,NA,NA,NA
2008,2200251,15479,2516,391.44,112,180168.96,180168.96,176810.14,52040.86,0,0,NA,NA,NA,NA
2011,2201150,5735,6617,297.7,195.28,582305.66,582305.66,598519.34,93115.09,0,0,NA,NA,NA,NA
2011,2201309,1767,1881,255.5,97.15,173479.05,173479.05,154430.54,46021.34,0,0,NA,NA,NA,NA
2011,2201770,2656,1545,160,70,0,0,0,52000,NA,NA,35000,63000,NA,NA
2011,2201903,15641,18024,2534.3,1394.53,2195578.24,2195578.24,2300011.02,559734.11,0,124513.97,NA,NA,NA,NA
2010,2202109,1688,1807,127,120,197254.48,197254.48,223353.31,56304.4,4600,32617.95,0,0,0,0
2007,2202251,1773,1847,153,62.83,100630.8,100630.8,89818.06,30264.84,0,0,NA,NA,NA,NA
2008,2202703,6499,11396,474,421.31,425978.37,425978.37,439895.88,200084.65,41889.56,67301.7,NA,NA,NA,NA
2008,2203206,6024,6151,840,272.38,514264.44,514264.44,498929.79,128635.6,0,0,NA,NA,NA,NA
2008,2203503,9468,9911,586.24,253.05,887201.44,887201.44,939502.55,119769.29,0,3154,NA,NA,NA,NA
2007,2204204,3036,3560,246,169.63,236970.9,236970.9,227613.32,78413.07,0,0,NA,NA,NA,NA
2009,2204659,7007,7331,1180,133,409113.43,409113.43,406124.01,10037.11,0,429617.47,0,0,0,0
2007,2205409,3801,4098,439,170.28,238284.55,238284.55,265959.6,91044.42,10532.5,10532.5,NA,NA,NA,NA
2010,2205508,18704,21601,1398,839,1608545.25,1608545.25,1663577.59,318119,14500,29000,0,0,0,0
2010,2206605,2819,2981,131,141,295605.41,295605.41,293203.9,64288.53,0,0,0,0,0,0
2011,2206704,3164,3485,194.57,190.91,353759.48,353759.48,356952.75,91284.45,0,0,NA,NA,NA,NA
2009,2208858,2043,2105,199,18.08,182306.58,182306.58,194844.42,18543.08,0,191719.53,0,0,0,0
2007,2209203,1658,3221,112,1.1,92105.68,92105.68,77561.76,612.03,0,0,NA,NA,NA,NA
2007,2209856,1734,1270,109,56.65,114102.33,114102.33,138455.79,36267.74,0,0,NA,NA,NA,NA
2010,2210409,5885,6675,307,106,592866.56,592866.56,547137.5,44691.13,166898.73,369512.08,0,0,0,0
2011,2210706,5553,5707,533.01,64.3,600343.92,600343.92,615872.44,31364.18,0,0,NA,NA,NA,NA
2008,2211407,2487,2656,169,118.93,223020.3,223020.3,205781.55,57884.75,0,0,NA,NA,NA,NA
2006,2905206,23972,25264,1405.83,1316.62,1911322.74,1911322.74,2016791.33,317407.55,0,0,NA,NA,NA,NA
2003,2906857,6712,3918,617.9,470,296777.69,296777.69,259742,NA,0,0,NA,NA,NA,NA
2002,2909208,6282,5688,243.5,NA,202792.88,202792.88,189750.35,NA,NA,NA,NA,NA,NA,NA
2006,2910859,9946,8034,148.23,865.68,350826.31,350826.31,425269.79,27595.77,0,0,NA,NA,NA,NA
2006,2911659,1888,2148,102.66,206.26,161025.81,161025.81,209812.45,54736.33,0,0,NA,NA,NA,NA
2005,2913705,25358,13596,706.88,255,835893.03,835893.03,859201.49,83604.78,0,0,NA,NA,NA,NA
2004,2914109,5280,5342,258.86,122.05,232765.84,232765.84,237537.08,NA,0,0,NA,NA,NA,NA
2005,2915106,10253,10018,366.73,50.32,429706.65,429706.65,459366.66,11831.16,0,0,NA,NA,NA,NA
2003,2915809,20657,23714,750.9,366,758701.71,758701.71,826138,NA,0,0,NA,NA,NA,NA
2006,2918902,2000,1688,140.28,127.64,170924.75,170924.75,177530.1,40108.46,0,0,NA,NA,NA,NA
2002,2919702,14232,10802,468,NA,467743.57,467743.57,491174.84,65409.85,31926.68,31926.68,NA,NA,NA,NA
2003,2924678,3238,2512,116.7,35,119420.28,119420.28,105071,NA,0,0,NA,NA,NA,NA
2005,2925402,7673,8905,491.5,194.54,492612.93,492612.93,484181.43,55925.79,0,0,NA,NA,NA,NA
2006,2929354,6079,3590,270.09,413.28,231768.11,231768.11,232198.43,23950.95,0,0,NA,NA,NA,NA
2006,2930303,6363,5496,276.41,69.24,268109.41,268109.41,284396.83,26165.07,0,0,NA,NA,NA,NA
2006,2932457,4019,7024,211.28,NA,206730.45,206730.45,168374.33,121128.1,0,0,NA,NA,NA,NA
2003,2102002,10539,12694,798,569,184366,184366,217342,838690,0,45517,NA,NA,NA,NA
2005,2102408,1714,3165,132.7,52.23,51245.11,51245.11,39548.18,18845.48,0,0,NA,NA,NA,NA
2002,2102705,8350,8503,1360.8,NA,151308,151308,134665,52077,0,0,NA,NA,NA,NA
2005,2103505,26876,23302,2278.08,1522.83,753478.01,753478.01,618127.12,395686.89,40882,51974.12,NA,NA,NA,NA
2006,2104602,27,4604,369.6,302.71,34615.29,34615.29,30960.14,112625.4,0,0,NA,NA,NA,NA
2005,2104909,6678,5332,624.85,261.35,243358.85,243358.85,238106.13,94740.18,0,0,NA,NA,NA,NA
2005,2106631,3654,2324,422.1,1019.2,81217.04,81217.04,56419.49,0,0,0,NA,NA,NA,NA
2004,2110039,7904,10385,216,169,88397.8,88397.8,62016.03,188065.37,0,0,NA,NA,NA,NA
2003,2110203,11268,9154,928,526,249363,249363,213054,97459,55427,82503,NA,NA,NA,NA
2003,2110302,6728,5317,632,294,151874,151874,154191,66373,0,29771,NA,NA,NA,NA
2002,2111201,27010,29210,2858,NA,511557,511557,473190,103199,72100,72100,NA,NA,NA,NA
2005,2111508,22563,28102,1351.27,739.42,261386.28,261386.28,286655.6,140795.94,0,0,NA,NA,NA,NA
2002,2112001,2772,3053,240.9,NA,89364,89364,87577,21098,5900,5900,NA,NA,NA,NA
2004,2203354,1805,1849,131,35,74821,74821,80076.31,23718,0,0,NA,NA,NA,NA
2004,2203909,46471,48043,3034,2822,2643241,2643241,2929256.39,688141,0,0,NA,NA,NA,NA
2006,2205102,5348,4883,402,270,395790.57,395790.57,376873.37,117240.7,0,0,NA,NA,NA,NA
2006,2207553,353,503,60,59,27644.66,27644.66,27739.79,25772.45,12232.75,12232.75,NA,NA,NA,NA
2006,2208502,5528,7191,576,252,218443.52,218443.52,191653.28,127005.44,0,0,NA,NA,NA,NA
2001,2919504,14263,16903,680.9,NA,603338,603338,629340.37,NA,NA,NA,NA,NA,NA,NA
2001,2921203,14402,15037,569,NA,419814,419814,535273.98,NA,NA,NA,NA,NA,NA,NA
2001,2101400,43804,52031,3239.44,NA,1050943.14,1050943.14,1050943.14,228165.87,60435.74,87211.11,NA,NA,NA,NA
2001,2111607,9809,9659,677,NA,216932,216932,193069,40620,17717,17717,NA,NA,NA,NA
2022,2907608,14525,NA,957.64,3992.54,3639375.82,3639375.82,3715706.04,1933975.23,633110.56,659791.68,0,0,0,0
2022,2914406,17399,NA,783.01,NA,2352392.63,2352392.63,2270126.05,315663.31,4243757.69,8586796.05,0,0,0,0
2022,2915908,2930,NA,181.06,108.43,962498.62,962498.62,981918.53,71671.89,254776.18,262227.31,0,0,0,0
2022,2917904,5494,NA,207.66,334.48,1029529.76,1029529.76,1055669.88,166198.89,135292.53,144468,0,0,0,0
2022,2920403,7087,NA,271.48,676.76,1478960.16,1478960.16,1447762.57,344423.48,215332.61,226570.17,0,0,0,0
2022,2932002,13359,NA,0,996.25,3425728.86,3425728.86,3167142.79,82131.23,9794729.39,9844116.48,0,0,0,0
2022,2101509,10074,NA,1263.6,1107.46,1941831.21,1941831.21,1735422.85,674328.05,30437.06,36826.85,0,0,0,0
2022,2111052,4928,NA,1800,700,1271911.48,1271911.48,1271911.48,490182.14,0,0,0,0,0,0
2022,2201200,18985,NA,1543.24,834.5,4748397.98,4748397.98,5080603.69,542795.76,0,78172.29,0,0,0,0
2022,2202000,1631,NA,1245,484.79,1405715.96,1405715.96,1593565.78,357658.14,600500,625019.27,0,0,0,0
2022,2209104,4319,NA,402.9,333.2,1071616.44,1071616.44,1046386.28,332262.63,0,16100.14,0,0,0,0
2022,2211605,2805,NA,101.53,106.06,222848.77,222848.77,209605.35,94567.86,0,3225.08,51000,51000,0,0
2021,2903706,9059,4534,411.53,820.21,1810238.43,1810238.43,1793912.83,327405.09,186374.79,199936.8,0,0,0,0
2020,2904704,15005,15031,667.33,274.39,2843999.3,2843999.3,2923152.48,85562.47,72353.73,111211.26,NA,NA,NA,NA
2020,2904803,3063,3067,272.14,120.53,1004198.43,1004198.43,1027468.37,48103.29,110186.46,122360.72,NA,NA,NA,NA
2017,2905503,8310,5004,1181.84,916.62,1394734.66,1394734.66,1387984.58,261645.06,0,0,NA,NA,0,0
2020,2907400,2799,1332,135.72,0,475836.79,475836.79,490339.61,27210.4,10312.44,17008.9,NA,NA,NA,NA
2019,2910305,3738,3320,139.41,269.79,764517.56,764517.56,704040.56,97523.73,0,0,NA,NA,NA,NA
2017,2912905,13939,14311,540.1,749.7,2380204.82,2380204.82,2241007.77,197606.87,0,0,NA,NA,0,0
2018,2916203,8350,5882,443.15,246,1554356.37,1554356.37,1544026.21,72810.07,9865096.77,11879753.49,NA,NA,8749703.62,8749703.62
2018,2918357,22203,15022,980.49,145,3720560.57,3720560.57,3715151.45,44419,367595.76,367595.76,NA,NA,0,0
2019,2919157,26571,10668,1313.54,6915.13,4663829.91,4663829.91,4622145.81,2300193.31,0,0,NA,NA,NA,NA
2021,2919405,6141,6276,255.03,648.04,1191846.76,1191846.76,1178643.83,260045.89,63180.8,73637.2,0,0,0,0
2018,2919801,47327,16205,2492.87,1837.51,4481706.33,4481706.33,5242238.55,1061458.39,97350,177660,0,0,0,0
2018,2921302,9679,8320,544.02,1408,2011707.97,2011707.97,2220124.36,632875.38,0,0,NA,NA,0,0
2018,2929107,10213,10189,423.9,0,1177970.74,1177970.74,1975498.49,223867.37,0,0,NA,NA,0,0
2018,2929255,17698,10705,797.48,100,3045761.93,3045761.93,3261384.03,44967,0,0,NA,NA,0,0
2020,2932002,13221,10681,0,601.03,3079579.83,3079579.83,3151864.33,46304.78,139695.34,181344.62,NA,NA,NA,NA
2017,2933109,7527,6316,0,0,1075064.9,1075064.9,1046278.37,715.24,0,0,NA,NA,0,0
2020,2100808,6859,8169,665.94,248.73,1034878.93,1034878.93,946757.04,155170.39,4649.5,9438.03,0,0,0,0
2018,2100808,7027,8000,697.13,153.68,837493.27,837493.27,894952.15,137917.03,0,0,0,0,0,0
2020,2104602,3496,4951,421.87,102.71,0,0,0,141662.61,2945.44,5978.95,0,0,0,0
2020,2107605,3547,3646,425.97,201.04,678710.58,678710.58,429064.5,117649.01,2974.06,6037.05,0,0,0,0
2017,2108454,7882,8417,1231.63,505.49,1045897.8,1045897.8,895804.22,270236.58,173282,173282,0,0,0,0
2019,2109601,23472,25111,1580.56,NA,2622484.4,2622484.4,2589862.33,1197297.53,5158.32,5158.32,0,0,0,0
2018,2110104,11161,12362,1049.87,233.95,1050431.24,1050431.24,995069.28,182192.4,0,0,0,0,0,0
2019,2111607,11850,13533,899.08,506.22,0,0,15950,255645.89,61327.56,61327.56,0,0,0,0
2017,2113009,4438,15778,483.48,411.5,360264.46,360264.46,212892.33,199799.54,0,0,0,0,0,0
2021,2200301,4191,7071,274.41,173.13,888893.81,888893.81,850924.08,184623.09,0,13092.68,0,0,0,0
2021,2200905,4526,3454,225.28,171.1,841281.54,841281.54,868434.71,172822.37,0,13362.1,0,0,0,0
2020,2201606,6772,6616,300.01,131.58,1031578.16,1031578.16,1090349.43,132668.26,0,6625.36,0,0,0,0
2018,2201960,5578,3633,259.91,209.57,680745.82,680745.82,769505.85,125174.68,0,702.25,0,0,0,0
2021,2202604,14118,12343,1121.31,448.41,2717744.58,2717744.58,2780674.45,409238.26,0,42784.62,0,0,0,0
2021,2202703,9366,12881,635.16,252.09,1609722.8,1609722.8,1576368.75,231577.07,805098.92,829353.59,0,0,0,0
2021,2204402,3692,6161,246.5,310.12,854024.26,854024.26,844614.48,252348.6,120000,132995.59,0,0,0,0
2020,2204550,2857,1323,140.87,421.27,330741.89,330741.89,244674.55,338452.39,0,2333.67,0,0,0,0
2021,2205300,3186,2499,221.73,229.42,676497.33,676497.33,682163.93,211040.22,0,10496.06,0,0,0,0
2021,2205516,1693,1707,149.16,96.68,366068.06,366068.06,353746.82,89897.89,0,5442.9,0,0,0,0
2018,2207306,2786,2419,209.65,137.99,435467.79,435467.79,491652.96,80080.74,0,341.34,0,0,0,0
2018,2207801,14675,11036,755.55,677.58,2342246.72,2342246.72,2525844.72,433144.59,0,2129.74,0,0,0,0
2019,2208403,58683,45914,4210.09,2528.68,9779177.82,9779177.82,9585798,1813755.56,363730.44,3888466.56,0,0,0,0
2021,2209377,4989,3730,312.74,229.76,975185.99,975185.99,918514.71,135085.75,120000,134132.65,0,0,0,0
2019,2209377,4925,3732,307.79,207.84,819313.18,819313.18,868932.66,119328.66,0,147.4,0,0,0,0
2017,2209401,4446,4114,279.23,54.34,642667.83,642667.83,726129.51,75533.77,0,2363.41,0,0,0,0
2021,2209708,2629,2020,137.21,60.97,441359.82,441359.82,454325.46,57338.94,0,6990.44,0,0,0,0
2018,2209906,4791,3447,408.78,160.08,692538.92,692538.92,772525.55,121496.05,0,654.16,0,0,0,0
2020,2210052,3356,2818,318.88,153.06,478630.26,478630.26,509416.47,125532.3,0,3267.8,0,0,0,0
2021,2210409,5917,6485,304.09,144.07,1263095.14,1263095.14,1359289.65,121861.34,0,20914.6,0,0,0,0
2017,2210706,8044,5776,459.05,6.81,1042704.43,1042704.43,1141779.51,5109.34,0,3728.99,0,0,0,0
2016,2900355,10216,6123,686.08,1695.19,1296674.36,1296674.36,1257199.19,516686.37,347.74,863.69,NA,NA,0,0
2012,2901502,7737,4404,329.79,3550.99,612033.47,612033.47,688038.75,871794.19,NA,NA,NA,NA,NA,NA
2013,2901700,5150,3407,163.47,415.2,469457.3,469457.3,499824.29,90344.34,3561.1,9379.52,NA,NA,NA,NA
2016,2903003,11398,6517,575,1667.9,1607451.9,1607451.9,1592970.38,368649.76,23342.14,42633.47,NA,NA,0,0
2014,2904506,4038,3246,186.74,120.65,480940.95,480940.95,504880.97,26190.02,35586.88,39587.17,NA,NA,NA,NA
2015,2906709,16524,18552,738.26,542.35,2141927.52,2141927.52,2134932.18,151402.3,2617535.53,6657163.42,NA,NA,4818721.33,4818721.33
2014,2911659,3321,1813,125.7,231.35,405979.88,405979.88,463048.99,48030.1,13978.29,17290.5,NA,NA,NA,NA
2013,2911808,10758,10622,418.02,239.07,1357370.04,1357370.04,1233096.06,40960.19,5069.65,20330.81,NA,NA,NA,NA
2015,2912103,24029,17706,1719.19,40.19,1912668.08,1912668.08,1912668.08,184408.34,0,0,0,0,0,0
2013,2912608,3341,2609,109.27,263.73,313843.27,313843.27,324110.47,79315.11,1900.81,5758.86,NA,NA,NA,NA
2012,2912608,3435,2465,122.29,466.99,291374.32,291374.32,299368.25,91620.61,NA,NA,NA,NA,NA,NA
2014,2916203,8792,6823,409.99,248.78,975990.65,975990.65,1067956.91,47493.27,30404.82,33822.6,NA,NA,NA,NA
2012,2916203,9199,6815,434.85,244.14,755550.69,755550.69,769377.62,51869.93,NA,NA,NA,NA,NA,NA
2014,2916906,9519,10009,206.48,417.03,918122.87,918122.87,965478.8,83171.83,5463398.66,6079202.49,NA,NA,NA,NA
2013,2919108,5560,2110,316.54,554.38,500567.1,500567.1,469126.17,129419.62,7573.59,13569.21,NA,NA,NA,NA
2016,2920304,3806,3389,0,11.53,620667.59,620667.59,544609.8,4613.69,271.92,675.38,NA,NA,0,0
2015,2921302,10169,8812,545.92,939.68,1664375.14,1664375.14,2068405.16,391139.34,22166.99,60099.97,NA,NA,0,0
2013,2922706,7589,6975,376.41,199.63,839578.2,839578.2,773839.49,33394.87,7766.92,19341.61,NA,NA,NA,NA
2014,2922805,4362,2991,204.85,371.34,410249.07,410249.07,393256.78,126985.31,10794.32,12007.7,NA,NA,NA,NA
2013,2922805,4201,2942,191.95,376.71,360268.9,360268.9,325107.17,122966.82,1314.1,7017.96,NA,NA,NA,NA
2013,2928000,28936,22401,1060.71,1797.31,2781854.15,2781854.15,2855272.63,386847.24,45972.19,80082.31,NA,NA,NA,NA
2012,2929255,18194,10496,687.79,1712.66,1443833.37,1443833.37,1423595.98,6039.24,NA,NA,NA,NA,NA,NA
2012,2931103,7380,5730,465.45,517.23,766039.89,766039.89,761883.59,150234.05,NA,NA,NA,NA,NA,NA
2014,2931707,8958,12147,292.29,454.81,919357.12,919357.12,959952.95,105852.66,25267.03,28107.27,NA,NA,NA,NA
2015,2932457,9656,8418,267.23,1299,828698.45,828698.45,905932.74,339497.6,3773.68,10231.34,NA,NA,0,0
2014,2102309,15393,17318,2224.95,711.31,1303851.6,1303851.6,1262275.62,252757.72,0,0,0,0,0,0
2014,2104628,3143,5359,380.35,52.31,260363.76,260363.76,143622.14,48506.06,0,0,0,0,0,0
2013,2108009,17200,12729,855,425,567191.61,567191.61,567191.61,353312.52,1e+05,172000,0,10000,0,0
2012,2109056,2378,2390,582.75,250.29,165865.72,165865.72,148203.1,86214.62,0,0,0,0,0,0
2012,2109403,3951,4412,26.1,26.51,8532,8532,11374.96,41153.66,0,0,0,0,0,0
2016,2110005,24840,24844,2169.16,1612.36,3182768.72,3182768.72,1692065.76,621077.75,0,0,0,0,0,0
2015,2110039,7138,13714,363.55,235.62,79.85,79.85,198.61,139572.71,0,0,0,0,0,0
2016,2111078,18120,7027,1282,750,440000,440000,590000,117742,NA,NA,0,0,0,0
2012,2111409,6278,7741,580.61,418.96,30766.83,30766.83,4882.65,169028.91,0,0,0,0,0,0
2012,2201002,1618,2416,148.78,50.08,174207.74,174207.74,160847.01,26260.96,0,0,0,0,0,0
2012,2201200,15578,22421,1193.74,318.14,2257516.08,2257516.08,2103543.81,113859.39,1134640.94,1134640.94,0,0,0,0
2014,2202406,5114,6495,474.4,138.72,592796,592796,576381.35,62184.09,0,0,NA,NA,0,0
2012,2204501,9570,9842,1947.23,710.92,1332201.45,1332201.45,1477596.2,206994.14,0,4505701.3,0,0,0,0
2012,2205607,3556,3918,357.99,235.67,413419.53,413419.53,441790.8,123560.94,0,0,0,0,0,0
2012,2205805,12687,13323,1018.6,633.49,1633350.32,1633350.32,1461664.93,224705.59,0,0,0,0,0,0
2015,2206209,11763,10972,774.52,404.34,1377730.1,1377730.1,1402854.01,182054.67,0,0,NA,NA,0,0
2016,2206696,2172,1787,130.42,99.46,246726.65,246726.65,277704.32,66541.43,0,0,0,0,0,0
2014,2210805,7293,7346,574.88,457.65,1072096.38,1072096.38,1159391.62,183197.99,0,0,NA,NA,0,0
2015,2211308,18279,15986,1102.95,524.89,2473890.86,2473890.86,2561746.75,296053.04,0,0,NA,NA,0,0
2016,2211357,1492,1140,88.33,0.78,170623.09,170623.09,185059.02,512.78,0,0,0,0,0,0
2012,2211357,1111,1138,101.36,0.59,133494.62,133494.62,125223.98,265.41,0,0,0,0,0,0
2010,2901601,10226,6360,355.07,950.89,682458,682458,708429,202717,NA,NA,NA,NA,NA,NA
2008,2903003,9489,6480,449.92,30.85,627499.03,627499.03,628201.46,188925.69,0,0,NA,NA,NA,NA
2008,2903953,3131,2494,131.03,5.5,218389.93,218389.93,211128.9,9057.49,0,0,NA,NA,NA,NA
2011,2904506,3901,3083,154.4,86.84,350435,350435,366276,25423,NA,NA,NA,NA,NA,NA
2009,2904803,5239,5113,213.67,116.21,390353.72,390353.72,322709.3,26027.72,NA,NA,0,0,0,0
2009,2905206,30950,26925,1408.7,1545.78,2456197.64,2456197.64,2617777.62,309106.2,NA,NA,0,0,0,0
2009,2906899,3070,1934,120.32,205.43,215242.38,215242.38,182645.48,22509.92,22000,NA,0,0,0,0
2009,2908002,20076,20153,957.17,328.16,1393746.77,1393746.77,1564670.9,65178.11,NA,NA,0,0,0,0
2007,2908804,2287,2287,126.3,NA,164016.92,164016.92,4740,22392.52,0,0,NA,NA,NA,NA
2007,2910859,8976,8431,568.6,207.14,470838.22,470838.22,491991.25,167766.01,0,0,NA,NA,NA,NA
2009,2911709,70198,62155,3493.7,2908.49,6863024.94,6863024.94,6730658.5,416710.11,3187000,NA,0,0,0,0
2009,2916807,16236,14998,853.86,3.28,1291004.28,1291004.28,1349184.45,3825.95,NA,NA,0,0,0,0
2011,2918704,2468,2085,89.2,243.28,217436,217436,225076,143071,NA,NA,NA,NA,NA,NA
2011,2922706,7695,6859,377.85,173.81,665300,665300,639081,42943,NA,NA,NA,NA,NA,NA
2008,2923704,9924,9924,439.38,302.4,660350.01,660350.01,660350.01,238359.1,38716.77,40242.77,NA,NA,NA,NA
2008,2925931,5831,3521,218.07,674.35,195613.51,195613.51,271009.77,67354.4,11000,11000,NA,NA,NA,NA
2008,2928307,3940,1604,276.39,646.55,242559.59,242559.59,231203.78,40897.59,0,0,NA,NA,NA,NA
